budget_key,budget_id,date_key,account_key,location_key,budget_category,budget_amount
517,BUD-000517,20240718,559,37,Revenue,293247.79
518,BUD-000518,20250621,788,84,Operations,217446.75
519,BUD-000519,20220415,318,97,Maintenance,105509.18
520,BUD-000520,20190307,559,32,Payroll,317755.1
521,BUD-000521,20251114,957,94,Maintenance,174969.75
522,BUD-000522,20240407,432,12,Payroll,380064.64
523,BUD-000523,20250304,465,50,Revenue,197680.06
524,BUD-000524,20191002,988,37,Operations,387033.89
525,BUD-000525,20190929,445,56,Payroll,41117.24
526,BUD-000526,20251118,713,26,Payroll,398927.15
527,BUD-000527,20201130,80,96,Operations,138537.95
528,BUD-000528,20211103,158,82,Payroll,223044.25
529,BUD-000529,20210712,655,1,Operations,70992.98
530,BUD-000530,20190313,722,73,Maintenance,128981.88
531,BUD-000531,20201115,38,23,Maintenance,50911.47
532,BUD-000532,20250206,352,77,Utilities,157648.99
533,BUD-000533,20200527,182,92,Operations,86654.1
534,BUD-000534,20231116,914,80,Utilities,239618.83
535,BUD-000535,20240529,514,33,Maintenance,63148.65
536,BUD-000536,20220628,330,79,Revenue,219693.92
537,BUD-000537,20190328,592,24,Maintenance,183421.02
538,BUD-000538,20191102,453,100,Utilities,29376.77
539,BUD-000539,20250518,551,10,Revenue,44475.32
540,BUD-000540,20210626,95,38,Revenue,443746.87
541,BUD-000541,20190531,519,19,Revenue,241267.6
542,BUD-000542,20250827,118,50,Operations,451580.77
543,BUD-000543,20230218,345,78,Utilities,202630.12
544,BUD-000544,20221006,453,74,Utilities,90506.51
545,BUD-000545,20250524,703,57,Revenue,70469.98
546,BUD-000546,20201209,850,80,Operations,475110.47
547,BUD-000547,20230307,568,7,Revenue,14733.95
548,BUD-000548,20231012,506,84,Maintenance,230663.8
549,BUD-000549,20210227,883,80,Revenue,375908.19
550,BUD-000550,20200127,504,34,Payroll,191847.01
551,BUD-000551,20210906,177,78,Utilities,386923.03
552,BUD-000552,20240601,321,89,Revenue,374089.0
553,BUD-000553,20240608,947,17,Payroll,149475.65
554,BUD-000554,20210913,582,32,Revenue,167038.76
555,BUD-000555,20250320,314,48,Maintenance,321028.22
556,BUD-000556,20240112,304,74,Utilities,483268.03
557,BUD-000557,20200915,664,77,Operations,161865.47
558,BUD-000558,20190702,436,56,Payroll,115125.45
559,BUD-000559,20191205,569,9,Maintenance,197285.29
560,BUD-000560,20241216,358,10,Payroll,244554.99
561,BUD-000561,20220903,514,27,Operations,408241.33
562,BUD-000562,20190206,134,4,Payroll,316196.02
563,BUD-000563,20240327,890,63,Maintenance,152204.02
564,BUD-000564,20200120,34,72,Utilities,369775.33
565,BUD-000565,20201228,194,60,Utilities,395204.48
566,BUD-000566,20250719,76,44,Operations,187328.31
567,BUD-000567,20220412,789,4,Revenue,278723.34
568,BUD-000568,20250807,763,10,Maintenance,279730.0
569,BUD-000569,20240523,186,94,Revenue,127735.66
570,BUD-000570,20231031,763,34,Operations,95608.83
571,BUD-000571,20211121,46,74,Payroll,28548.11
572,BUD-000572,20220505,530,65,Operations,326214.09
573,BUD-000573,20200405,772,34,Payroll,255076.99
574,BUD-000574,20220731,479,44,Maintenance,117938.77
575,BUD-000575,20210812,439,35,Utilities,399850.21
576,BUD-000576,20220311,68,52,Utilities,463011.77
577,BUD-000577,20251125,162,10,Utilities,101830.16
578,BUD-000578,20210401,419,57,Payroll,472223.85
579,BUD-000579,20210709,501,58,Utilities,34948.84
580,BUD-000580,20240528,826,17,Operations,219983.56
581,BUD-000581,20251015,275,16,Maintenance,18218.12
582,BUD-000582,20251228,100,53,Maintenance,215235.38
583,BUD-000583,20221023,118,50,Maintenance,197175.88
584,BUD-000584,20190717,847,82,Revenue,437096.59
585,BUD-000585,20190622,741,66,Revenue,205592.03
586,BUD-000586,20201103,678,48,Operations,206076.92
587,BUD-000587,20190119,677,87,Revenue,155683.15
588,BUD-000588,20250525,204,60,Maintenance,286021.8
589,BUD-000589,20220808,894,18,Maintenance,254809.04
590,BUD-000590,20220326,284,4,Payroll,84226.76
591,BUD-000591,20250320,330,50,Operations,458069.93
592,BUD-000592,20190620,496,92,Revenue,137528.17
593,BUD-000593,20241216,789,96,Payroll,20632.24
594,BUD-000594,20210629,713,61,Operations,258381.01
595,BUD-000595,20230811,301,98,Maintenance,126670.56
596,BUD-000596,20190322,345,6,Utilities,206671.28
597,BUD-000597,20230628,144,35,Maintenance,346186.44
598,BUD-000598,20200517,919,35,Operations,328532.92
599,BUD-000599,20210710,343,3,Payroll,449762.44
600,BUD-000600,20210227,813,84,Payroll,222303.97
601,BUD-000601,20240220,462,39,Revenue,424950.38
602,BUD-000602,20221222,309,7,Maintenance,406720.82
603,BUD-000603,20231102,106,83,Operations,312802.07
604,BUD-000604,20200918,466,70,Maintenance,161050.17
605,BUD-000605,20250808,358,21,Payroll,255087.45
606,BUD-000606,20241210,138,16,Utilities,450947.77
607,BUD-000607,20200326,476,20,Maintenance,12224.03
608,BUD-000608,20200811,940,45,Utilities,390528.18
609,BUD-000609,20240115,920,100,Revenue,377499.0
610,BUD-000610,20210124,509,31,Maintenance,458518.74
611,BUD-000611,20220921,978,58,Utilities,415078.36
612,BUD-000612,20190411,880,68,Revenue,496218.87
613,BUD-000613,20240313,566,9,Revenue,493748.25
614,BUD-000614,20210909,33,83,Maintenance,483432.5
615,BUD-000615,20220510,80,93,Payroll,304669.64
616,BUD-000616,20190903,39,87,Operations,93348.72
617,BUD-000617,20220829,226,37,Payroll,489259.59
618,BUD-000618,20190418,405,34,Utilities,147827.38
619,BUD-000619,20200123,622,73,Maintenance,373548.28
620,BUD-000620,20190528,134,70,Payroll,438870.57
621,BUD-000621,20230801,862,92,Operations,404919.78
622,BUD-000622,20220430,922,45,Payroll,418405.98
623,BUD-000623,20200915,311,5,Payroll,262432.47
624,BUD-000624,20220830,761,48,Utilities,269615.71
625,BUD-000625,20190205,809,80,Operations,364511.06
626,BUD-000626,20250226,489,24,Operations,318613.92
627,BUD-000627,20231106,877,16,Payroll,377393.48
628,BUD-000628,20210125,489,46,Utilities,158451.89
629,BUD-000629,20211210,571,65,Utilities,239899.41
630,BUD-000630,20210601,950,56,Maintenance,30167.63
631,BUD-000631,20200619,405,83,Utilities,441023.39
632,BUD-000632,20230116,735,32,Utilities,149312.25
633,BUD-000633,20251126,703,7,Utilities,82495.11
634,BUD-000634,20240820,178,68,Revenue,207037.77
635,BUD-000635,20221204,516,7,Payroll,466878.91
636,BUD-000636,20220420,193,51,Revenue,353053.82
637,BUD-000637,20210307,264,99,Revenue,369916.96
638,BUD-000638,20210630,192,87,Revenue,381374.98
639,BUD-000639,20230324,823,46,Maintenance,473816.13
640,BUD-000640,20190103,941,83,Revenue,434450.63
641,BUD-000641,20190904,600,75,Maintenance,39074.7
642,BUD-000642,20231014,387,77,Operations,67880.03
643,BUD-000643,20250611,985,11,Maintenance,90631.44
644,BUD-000644,20220504,729,68,Operations,236024.83
645,BUD-000645,20240129,353,38,Payroll,140732.72
646,BUD-000646,20231128,55,37,Utilities,158117.29
647,BUD-000647,20200806,766,6,Maintenance,380218.77
648,BUD-000648,20200422,747,74,Payroll,59574.11
649,BUD-000649,20240124,311,60,Operations,209814.54
650,BUD-000650,20191022,10,80,Operations,347928.62
651,BUD-000651,20251224,901,35,Payroll,466197.39
652,BUD-000652,20250310,239,54,Revenue,289792.41
653,BUD-000653,20240124,177,32,Operations,233787.58
654,BUD-000654,20240219,874,94,Payroll,60471.59
655,BUD-000655,20211128,286,43,Revenue,143552.18
656,BUD-000656,20230104,767,71,Revenue,394575.48
657,BUD-000657,20230805,846,42,Operations,74900.7
658,BUD-000658,20240927,611,4,Revenue,110276.55
659,BUD-000659,20250828,161,21,Utilities,201434.99
660,BUD-000660,20250220,84,87,Operations,447460.7
661,BUD-000661,20190506,470,80,Revenue,481335.09
662,BUD-000662,20241020,967,51,Operations,41296.79
663,BUD-000663,20201217,42,58,Revenue,37027.77
664,BUD-000664,20191203,692,79,Utilities,461614.03
665,BUD-000665,20191115,83,7,Payroll,32274.63
666,BUD-000666,20210425,208,85,Utilities,256549.97
667,BUD-000667,20231125,298,78,Utilities,361200.96
668,BUD-000668,20221107,660,16,Operations,209619.63
669,BUD-000669,20230626,715,22,Revenue,377742.22
670,BUD-000670,20200413,840,99,Revenue,18432.67
671,BUD-000671,20201018,431,67,Operations,222821.37
672,BUD-000672,20220111,141,35,Operations,456587.9
673,BUD-000673,20220127,745,14,Maintenance,372760.01
674,BUD-000674,20190217,545,96,Operations,31428.25
675,BUD-000675,20190503,963,15,Payroll,406684.89
676,BUD-000676,20250527,360,56,Maintenance,48389.65
677,BUD-000677,20210606,969,88,Maintenance,214961.76
678,BUD-000678,20201217,479,11,Revenue,267697.13
679,BUD-000679,20240705,316,38,Operations,284760.08
680,BUD-000680,20190504,897,55,Payroll,99192.07
681,BUD-000681,20211015,286,16,Payroll,498411.68
682,BUD-000682,20191003,636,65,Revenue,202271.3
683,BUD-000683,20240922,385,78,Maintenance,217198.38
684,BUD-000684,20190819,117,97,Maintenance,385326.86
685,BUD-000685,20200527,411,5,Utilities,140531.43
686,BUD-000686,20211107,207,14,Revenue,306515.99
687,BUD-000687,20250705,939,79,Revenue,259366.72
688,BUD-000688,20230327,517,35,Operations,311596.5
689,BUD-000689,20241103,354,68,Utilities,176767.23
690,BUD-000690,20190918,598,59,Operations,409587.04
691,BUD-000691,20211029,554,15,Maintenance,470478.06
692,BUD-000692,20221205,427,60,Operations,28233.61
693,BUD-000693,20240120,259,59,Utilities,189520.81
694,BUD-000694,20200508,699,5,Operations,316094.91
695,BUD-000695,20211220,367,80,Operations,89191.74
696,BUD-000696,20240922,554,81,Operations,56466.15
697,BUD-000697,20230315,373,90,Revenue,124510.84
698,BUD-000698,20190124,562,15,Maintenance,61662.58
699,BUD-000699,20230411,892,89,Maintenance,345446.13
700,BUD-000700,20191104,667,22,Utilities,301078.24
701,BUD-000701,20230113,35,17,Payroll,488825.58
702,BUD-000702,20241208,692,79,Operations,459820.3
703,BUD-000703,20210316,879,68,Payroll,240598.03
704,BUD-000704,20251203,52,18,Operations,290944.95
705,BUD-000705,20200915,427,21,Operations,166371.75
706,BUD-000706,20220707,980,58,Maintenance,155468.53
707,BUD-000707,20201113,828,77,Payroll,376454.53
708,BUD-000708,20210930,58,45,Maintenance,17943.54
709,BUD-000709,20230203,966,83,Operations,144546.56
710,BUD-000710,20230505,934,28,Payroll,251183.21
711,BUD-000711,20220705,436,22,Payroll,277111.48
712,BUD-000712,20191231,336,91,Maintenance,54047.57
713,BUD-000713,20240917,367,29,Revenue,152635.97
714,BUD-000714,20211122,494,16,Maintenance,61184.25
715,BUD-000715,20201028,972,9,Payroll,449609.02
716,BUD-000716,20210930,175,53,Payroll,449915.21
717,BUD-000717,20250129,607,47,Revenue,464301.01
718,BUD-000718,20210630,857,31,Operations,149499.29
719,BUD-000719,20251204,69,77,Payroll,423048.7
720,BUD-000720,20221106,858,61,Maintenance,343881.95
721,BUD-000721,20211130,343,15,Maintenance,347629.8
722,BUD-000722,20251018,689,19,Operations,19318.86
723,BUD-000723,20240511,411,1,Revenue,195648.0
724,BUD-000724,20220207,952,75,Utilities,190222.28
725,BUD-000725,20210725,720,45,Operations,380645.52
726,BUD-000726,20200812,494,39,Utilities,233444.84
727,BUD-000727,20250708,953,16,Maintenance,433097.59
728,BUD-000728,20240411,868,10,Utilities,271093.37
729,BUD-000729,20210420,414,84,Operations,88171.83
730,BUD-000730,20210410,81,62,Maintenance,205306.22
731,BUD-000731,20250602,771,15,Revenue,386382.7
732,BUD-000732,20250805,42,68,Operations,325139.1
733,BUD-000733,20240310,312,71,Maintenance,236520.37
734,BUD-000734,20240808,609,2,Maintenance,103567.68
735,BUD-000735,20190108,65,23,Utilities,55744.24
736,BUD-000736,20250922,708,96,Utilities,412253.07
737,BUD-000737,20221227,794,56,Operations,499535.52
738,BUD-000738,20220526,937,43,Utilities,443932.57
739,BUD-000739,20250425,10,6,Revenue,127845.38
740,BUD-000740,20190820,715,83,Maintenance,259251.53
741,BUD-000741,20200716,180,16,Operations,286270.5
742,BUD-000742,20210512,340,93,Revenue,182436.14
743,BUD-000743,20220630,72,13,Utilities,41838.91
744,BUD-000744,20250223,368,50,Operations,145840.2
745,BUD-000745,20230120,984,38,Utilities,380913.77
746,BUD-000746,20241017,598,10,Utilities,256674.72
747,BUD-000747,20190715,223,9,Revenue,397480.78
748,BUD-000748,20230724,962,68,Operations,284616.58
749,BUD-000749,20251001,96,19,Revenue,420275.3
750,BUD-000750,20201209,204,53,Operations,233349.52
751,BUD-000751,20190128,268,93,Operations,134833.49
752,BUD-000752,20230601,139,91,Payroll,338858.03
753,BUD-000753,20230212,136,94,Payroll,154401.46
754,BUD-000754,20190509,132,85,Payroll,307043.07
755,BUD-000755,20231116,83,77,Maintenance,57228.7
756,BUD-000756,20200704,97,19,Maintenance,149836.84
757,BUD-000757,20250829,903,89,Payroll,68601.56
758,BUD-000758,20220903,31,22,Operations,432535.38
759,BUD-000759,20230422,617,12,Utilities,283017.48
760,BUD-000760,20240619,74,91,Utilities,362383.23
761,BUD-000761,20200110,364,64,Utilities,150135.06
762,BUD-000762,20201012,863,67,Payroll,172265.66
763,BUD-000763,20240302,336,94,Payroll,331847.76
764,BUD-000764,20241215,64,92,Maintenance,156375.79
765,BUD-000765,20200811,318,74,Payroll,25011.29
766,BUD-000766,20220307,756,69,Utilities,244307.55
767,BUD-000767,20210624,442,82,Maintenance,111443.02
768,BUD-000768,20240519,17,69,Utilities,407015.98
769,BUD-000769,20190405,473,15,Revenue,26481.22
770,BUD-000770,20250220,219,66,Maintenance,49491.04
771,BUD-000771,20210613,481,85,Payroll,227239.32
772,BUD-000772,20240425,796,55,Utilities,243405.65
773,BUD-000773,20251019,347,15,Payroll,142614.18
774,BUD-000774,20240904,240,53,Revenue,411684.61
775,BUD-000775,20201215,40,83,Maintenance,292517.56
776,BUD-000776,20200507,143,6,Payroll,368552.24
777,BUD-000777,20251116,836,41,Operations,49494.37
778,BUD-000778,20250515,188,43,Revenue,394780.9
779,BUD-000779,20230322,964,68,Utilities,145474.62
780,BUD-000780,20220822,108,95,Maintenance,370153.91
781,BUD-000781,20190110,205,38,Utilities,230896.34
782,BUD-000782,20200428,256,37,Operations,497660.66
783,BUD-000783,20230716,73,19,Maintenance,177962.75
784,BUD-000784,20191206,287,16,Revenue,156755.35
785,BUD-000785,20201005,327,46,Operations,81562.19
786,BUD-000786,20200222,77,16,Payroll,427661.53
787,BUD-000787,20190528,955,71,Maintenance,280098.94
788,BUD-000788,20200603,503,90,Operations,241049.81
789,BUD-000789,20220918,336,20,Payroll,340758.94
790,BUD-000790,20230405,421,39,Operations,90983.24
791,BUD-000791,20230712,263,74,Operations,22207.78
792,BUD-000792,20221109,929,64,Revenue,117462.26
793,BUD-000793,20200216,584,80,Operations,248075.84
794,BUD-000794,20241230,251,78,Payroll,230801.99
795,BUD-000795,20190310,363,64,Payroll,170902.71
796,BUD-000796,20210123,557,14,Maintenance,62541.2
797,BUD-000797,20221225,516,93,Revenue,422803.15
798,BUD-000798,20201026,446,5,Maintenance,333654.03
799,BUD-000799,20220227,582,29,Maintenance,316988.06
800,BUD-000800,20230116,635,99,Revenue,407022.59
801,BUD-000801,20240423,360,6,Utilities,312447.06
802,BUD-000802,20190731,891,97,Maintenance,379788.14
803,BUD-000803,20240907,601,99,Utilities,310205.47
804,BUD-000804,20200428,355,29,Revenue,468072.18
805,BUD-000805,20210130,523,12,Revenue,347888.54
806,BUD-000806,20190124,735,87,Utilities,322190.91
807,BUD-000807,20230416,354,31,Payroll,146316.07
808,BUD-000808,20190224,631,19,Revenue,192918.01
809,BUD-000809,20220806,250,2,Payroll,132312.76
810,BUD-000810,20250507,57,24,Revenue,238337.89
811,BUD-000811,20230311,968,42,Operations,390449.22
812,BUD-000812,20210929,245,93,Operations,151470.13
813,BUD-000813,20200808,180,21,Operations,82791.76
814,BUD-000814,20230529,599,65,Operations,351573.15
815,BUD-000815,20190716,10,59,Utilities,352960.41
816,BUD-000816,20240104,554,4,Utilities,262464.22
817,BUD-000817,20220827,858,47,Utilities,458280.65
818,BUD-000818,20240731,316,28,Utilities,409344.93
819,BUD-000819,20250325,451,74,Operations,165184.26
820,BUD-000820,20210608,585,23,Utilities,38407.21
821,BUD-000821,20190819,749,61,Operations,494529.41
822,BUD-000822,20211213,227,51,Utilities,11797.85
823,BUD-000823,20190823,118,67,Payroll,85451.87
824,BUD-000824,20230117,80,59,Revenue,381263.07
825,BUD-000825,20221126,416,55,Utilities,142845.75
826,BUD-000826,20220624,35,34,Payroll,256936.67
827,BUD-000827,20221010,393,53,Maintenance,360491.77
828,BUD-000828,20200323,587,99,Utilities,228080.01
829,BUD-000829,20200821,496,19,Utilities,487834.44
830,BUD-000830,20230916,336,17,Operations,295319.3
831,BUD-000831,20201007,341,32,Operations,182132.11
832,BUD-000832,20230120,576,91,Utilities,144146.75
833,BUD-000833,20211231,729,16,Maintenance,276801.73
834,BUD-000834,20221128,986,96,Operations,102044.0
835,BUD-000835,20250912,854,58,Revenue,24254.77
836,BUD-000836,20250221,532,4,Utilities,47710.69
837,BUD-000837,20231019,553,39,Operations,350270.98
838,BUD-000838,20210603,722,75,Payroll,288766.99
839,BUD-000839,20220924,636,18,Operations,376450.35
840,BUD-000840,20240720,915,20,Payroll,287534.27
841,BUD-000841,20201017,587,62,Revenue,111230.81
842,BUD-000842,20220501,504,65,Revenue,108322.62
843,BUD-000843,20240823,573,34,Utilities,125850.56
844,BUD-000844,20230505,754,94,Revenue,245473.78
845,BUD-000845,20231226,715,67,Maintenance,287528.46
846,BUD-000846,20210203,646,35,Maintenance,303248.96
847,BUD-000847,20210407,997,68,Utilities,466840.11
848,BUD-000848,20230912,486,20,Payroll,404979.89
849,BUD-000849,20251021,428,68,Operations,429964.98
850,BUD-000850,20210725,837,13,Utilities,120008.71
851,BUD-000851,20241014,39,44,Payroll,496701.31
852,BUD-000852,20221201,719,39,Revenue,343540.19
853,BUD-000853,20211103,189,38,Payroll,407974.15
854,BUD-000854,20250310,781,4,Maintenance,243324.58
855,BUD-000855,20210502,366,91,Revenue,373826.84
856,BUD-000856,20190507,720,1,Revenue,270085.69
857,BUD-000857,20230209,596,98,Maintenance,413820.54
858,BUD-000858,20231221,739,91,Revenue,91468.61
859,BUD-000859,20230208,421,2,Utilities,368835.12
860,BUD-000860,20220618,337,97,Payroll,54780.31
861,BUD-000861,20230928,520,97,Payroll,295185.78
862,BUD-000862,20220311,776,5,Utilities,378105.25
863,BUD-000863,20241127,419,85,Payroll,58956.08
864,BUD-000864,20200703,793,13,Revenue,47516.04
865,BUD-000865,20240828,131,10,Operations,465599.24
866,BUD-000866,20231117,116,27,Revenue,278225.3
867,BUD-000867,20200202,433,46,Revenue,416296.75
868,BUD-000868,20201229,726,67,Utilities,422884.38
869,BUD-000869,20210825,242,69,Utilities,23588.8
870,BUD-000870,20191213,207,90,Payroll,313260.47
871,BUD-000871,20240916,503,57,Operations,80386.41
872,BUD-000872,20191229,935,47,Utilities,212201.89
873,BUD-000873,20190731,42,18,Revenue,319165.84
874,BUD-000874,20220217,268,43,Utilities,266827.51
875,BUD-000875,20240623,812,10,Maintenance,219751.61
876,BUD-000876,20251206,414,56,Revenue,14264.08
877,BUD-000877,20220702,84,2,Utilities,161899.14
878,BUD-000878,20251222,402,75,Revenue,361894.62
879,BUD-000879,20241207,846,82,Operations,471170.26
880,BUD-000880,20201126,378,74,Revenue,472010.13
881,BUD-000881,20220923,838,63,Revenue,330906.42
882,BUD-000882,20200918,275,42,Maintenance,190756.13
883,BUD-000883,20210106,812,32,Operations,91119.66
884,BUD-000884,20220905,643,46,Revenue,225011.44
885,BUD-000885,20201130,319,63,Operations,236131.18
886,BUD-000886,20231223,631,43,Utilities,44183.74
887,BUD-000887,20221128,56,74,Payroll,422065.33
888,BUD-000888,20201207,970,35,Utilities,14932.81
889,BUD-000889,20191225,1,1,Payroll,165690.62
890,BUD-000890,20210925,963,80,Revenue,204403.45
891,BUD-000891,20230531,14,28,Maintenance,253183.48
892,BUD-000892,20200627,257,3,Utilities,283623.78
893,BUD-000893,20231003,772,51,Utilities,196086.91
894,BUD-000894,20230627,520,23,Revenue,174145.0
895,BUD-000895,20200520,848,100,Payroll,476031.12
896,BUD-000896,20211103,935,68,Payroll,77942.33
