budget_id,date,location_id,category,budget_amount
BUD-0000442,2020-02-15,LOC-0088,Operations,51923.05
BUD-0000443,2021-12-12,LOC-0061,Supply Chain,42136.49
BUD-0000444,2023-04-12,LOC-0099,Maintenance,87229.42
BUD-0000445,2022-08-13,LOC-0080,Production,17660.77
BUD-0000446,2025-12-21,LOC-0063,Maintenance,10815.51
BUD-0000447,2025-07-18,LOC-0060,Maintenance,11180.34
BUD-0000448,2021-10-31,LOC-0020,Maintenance,13995.46
BUD-0000449,2021-04-21,LOC-0073,Operations,49049.64
BUD-0000450,2022-07-16,LOC-0034,Maintenance,66577.29
BUD-0000451,2019-03-02,LOC-0054,Energy,14144.42
BUD-0000452,2024-06-05,LOC-0035,Energy,39538.36
BUD-0000453,2020-05-04,LOC-0027,Administration,17705.45
BUD-0000454,2022-03-06,LOC-0039,Operations,8369.6
BUD-0000455,2021-04-12,LOC-0062,Production,10446.22
BUD-0000456,2023-05-04,LOC-0019,Administration,13982.69
BUD-0000457,2021-05-01,LOC-0027,Production,22290.03
BUD-0000458,2025-01-08,LOC-0011,Supply Chain,14128.46
BUD-0000459,2022-04-28,LOC-0082,Maintenance,33470.66
BUD-0000460,2019-10-06,LOC-0068,Supply Chain,43867.19
BUD-0000461,2019-11-20,LOC-0021,Production,13980.71
BUD-0000462,2021-12-16,LOC-0060,Energy,28931.64
BUD-0000463,2025-08-11,LOC-0078,Supply Chain,74003.53
BUD-0000464,2025-04-12,LOC-0046,Administration,90013.82
BUD-0000465,2025-07-21,LOC-0079,Supply Chain,11493.83
BUD-0000466,2021-02-18,LOC-0019,Administration,115910.31
BUD-0000467,2020-11-17,LOC-0014,Supply Chain,4919.43
BUD-0000468,2025-02-18,LOC-0073,Operations,6808.82
BUD-0000469,2019-04-18,LOC-0087,Production,181704.13
BUD-0000470,2020-11-02,LOC-0048,Production,6290.83
BUD-0000471,2021-10-01,LOC-0047,Production,27552.41
BUD-0000472,2021-06-18,LOC-0003,Maintenance,35822.43
BUD-0000473,2019-12-26,LOC-0057,Maintenance,26421.18
BUD-0000474,2024-12-27,LOC-0060,Production,14130.85
BUD-0000475,2021-03-27,LOC-0060,Maintenance,26627.38
BUD-0000476,2019-11-18,LOC-0085,Maintenance,19284.63
BUD-0000477,2019-11-06,LOC-0058,Maintenance,8773.9
BUD-0000478,2020-05-16,LOC-0090,Maintenance,5838.95
BUD-0000479,2019-09-22,LOC-0032,Maintenance,12382.53
BUD-0000480,2023-09-17,LOC-0044,Operations,27839.13
BUD-0000481,2025-10-04,LOC-0047,Administration,11752.9
BUD-0000482,2020-10-18,LOC-0037,Administration,15100.79
BUD-0000483,2022-07-19,LOC-0061,Energy,6268.77
BUD-0000484,2023-08-22,LOC-0049,Supply Chain,28794.27
BUD-0000485,2022-07-13,LOC-0068,Maintenance,154175.73
BUD-0000486,2021-08-25,LOC-0041,Supply Chain,16654.46
BUD-0000487,2019-02-16,LOC-0016,Operations,12683.11
BUD-0000488,2021-08-20,LOC-0099,Operations,10724.66
BUD-0000489,2025-11-10,LOC-0060,Energy,5627.32
BUD-0000490,2024-06-12,LOC-0069,Energy,13665.52
BUD-0000491,2022-05-03,LOC-0093,Supply Chain,78889.54
BUD-0000492,2023-06-22,LOC-0001,Operations,8501.24
BUD-0000493,2021-08-14,LOC-0082,Operations,27105.9
BUD-0000494,2024-12-05,LOC-0045,Supply Chain,14158.39
BUD-0000495,2021-08-24,LOC-0058,Energy,11344.93
BUD-0000496,2021-10-30,LOC-0042,Production,10690.68
BUD-0000497,2024-09-30,LOC-0049,Maintenance,25287.16
BUD-0000498,2021-12-17,LOC-0073,Administration,25419.12
BUD-0000499,2019-11-09,LOC-0046,Maintenance,28972.65
BUD-0000500,2022-11-22,LOC-0088,Operations,11488.79
BUD-0000501,2019-07-23,LOC-0023,Administration,24312.13
BUD-0000502,2022-02-14,LOC-0089,Energy,32744.1
BUD-0000503,2024-11-28,LOC-0037,Maintenance,38010.47
BUD-0000504,2021-12-06,LOC-0083,Maintenance,1870.89
BUD-0000505,2025-07-05,LOC-0063,Maintenance,56955.84
BUD-0000506,2025-02-13,LOC-0025,Supply Chain,73967.06
BUD-0000507,2020-12-26,LOC-0044,Administration,16319.03
BUD-0000508,2022-06-28,LOC-0004,Maintenance,15083.87
BUD-0000509,2019-05-31,LOC-0023,Energy,35032.77
BUD-0000510,2022-06-24,LOC-0085,Administration,40737.74
BUD-0000511,2024-03-08,LOC-0080,Supply Chain,24486.24
BUD-0000512,2022-09-01,LOC-0076,Maintenance,12382.75
BUD-0000513,2022-06-18,LOC-0078,Supply Chain,39773.71
BUD-0000514,2022-06-01,LOC-0098,Energy,24399.62
BUD-0000515,2023-06-17,LOC-0001,Energy,34016.94
BUD-0000516,2019-10-25,LOC-0012,Supply Chain,15337.75
BUD-0000517,2025-09-27,LOC-0040,Administration,5111.9
BUD-0000518,2024-06-30,LOC-0044,Energy,20080.31
BUD-0000519,2023-10-18,LOC-0020,Administration,25379.85
BUD-0000520,2021-04-25,LOC-0010,Administration,9141.59
BUD-0000521,2023-12-09,LOC-0074,Operations,13672.87
BUD-0000522,2021-08-12,LOC-0049,Production,16169.38
BUD-0000523,2022-06-05,LOC-0050,Supply Chain,34065.79
BUD-0000524,2021-08-08,LOC-0084,Administration,11904.71
BUD-0000525,2019-04-08,LOC-0082,Maintenance,11574.47
BUD-0000526,2023-06-26,LOC-0091,Supply Chain,28971.19
BUD-0000527,2024-03-04,LOC-0068,Energy,20251.99
BUD-0000528,2021-08-09,LOC-0098,Operations,20548.18
BUD-0000529,2022-12-26,LOC-0030,Operations,7258.36
BUD-0000530,2019-10-04,LOC-0090,Administration,45923.17
BUD-0000531,2019-05-08,LOC-0068,Energy,35770.3
BUD-0000532,2023-05-02,LOC-0087,Production,10946.76
BUD-0000533,2024-03-26,LOC-0093,Production,49297.7
BUD-0000534,2020-09-08,LOC-0092,Operations,5339.05
BUD-0000535,2025-11-19,LOC-0059,Supply Chain,36326.9
BUD-0000536,2022-06-01,LOC-0067,Administration,33074.77
BUD-0000537,2020-02-04,LOC-0033,Energy,35591.9
BUD-0000538,2024-06-16,LOC-0019,Maintenance,7226.39
BUD-0000539,2019-06-11,LOC-0025,Administration,16342.99
BUD-0000540,2019-07-08,LOC-0002,Maintenance,19551.98
BUD-0000541,2021-04-03,LOC-0011,Administration,30799.17
BUD-0000542,2024-11-23,LOC-0088,Administration,35550.74
BUD-0000543,2021-03-17,LOC-0026,Operations,13606.86
BUD-0000544,2024-04-23,LOC-0037,Administration,3598.91
BUD-0000545,2022-01-24,LOC-0026,Administration,22402.7
BUD-0000546,2022-05-26,LOC-0034,Supply Chain,24886.13
BUD-0000547,2020-10-29,LOC-0061,Production,24647.81
BUD-0000548,2021-01-10,LOC-0042,Supply Chain,33298.4
BUD-0000549,2021-11-20,LOC-0025,Production,11247.78
BUD-0000550,2024-04-07,LOC-0091,Production,34878.3
BUD-0000551,2023-07-08,LOC-0083,Energy,18983.08
BUD-0000552,2019-04-22,LOC-0051,Operations,3872.0
BUD-0000553,2024-08-14,LOC-0091,Maintenance,11486.9
BUD-0000554,2021-08-12,LOC-0017,Supply Chain,171037.97
BUD-0000555,2025-08-17,LOC-0070,Maintenance,34663.74
BUD-0000556,2020-07-12,LOC-0090,Production,52928.95
BUD-0000557,2022-05-09,LOC-0025,Energy,48546.74
BUD-0000558,2024-04-14,LOC-0031,Administration,12388.48
BUD-0000559,2022-03-25,LOC-0048,Operations,10331.45
BUD-0000560,2024-03-04,LOC-0048,Supply Chain,45746.7
BUD-0000561,2025-11-04,LOC-0094,Administration,37376.79
BUD-0000562,2021-04-14,LOC-0026,Administration,32075.21
BUD-0000563,2020-03-23,LOC-0082,Operations,29747.14
BUD-0000564,2022-09-20,LOC-0067,Supply Chain,21253.26
BUD-0000565,2020-01-18,LOC-0011,Administration,43842.1
BUD-0000566,2025-10-14,LOC-0098,Maintenance,28632.82
BUD-0000567,2025-08-12,LOC-0016,Energy,14959.75
BUD-0000568,2022-09-25,LOC-0054,Supply Chain,13748.51
BUD-0000569,2021-02-24,LOC-0017,Administration,9358.7
BUD-0000570,2021-05-28,LOC-0027,Operations,35405.79
BUD-0000571,2025-02-03,LOC-0077,Production,21997.58
BUD-0000572,2023-05-30,LOC-0024,Production,20994.35
BUD-0000573,2022-02-20,LOC-0009,Operations,8607.14
BUD-0000574,2023-10-02,LOC-0050,Maintenance,13416.62
BUD-0000575,2024-08-28,LOC-0009,Energy,8427.61
BUD-0000576,2019-10-31,LOC-0071,Maintenance,13852.33
BUD-0000577,2022-04-06,LOC-0017,Energy,14917.39
BUD-0000578,2024-10-14,LOC-0064,Production,6914.64
BUD-0000579,2023-05-06,LOC-0028,Production,23667.29
BUD-0000580,2021-02-12,LOC-0034,Production,129205.64
BUD-0000581,2019-05-06,LOC-0022,Energy,12289.42
BUD-0000582,2019-01-26,LOC-0055,Administration,11132.98
BUD-0000583,2022-11-27,LOC-0083,Production,8682.94
BUD-0000584,2024-05-12,LOC-0027,Supply Chain,43992.07
BUD-0000585,2023-02-17,LOC-0022,Supply Chain,30513.6
BUD-0000586,2022-10-17,LOC-0027,Administration,43801.81
BUD-0000587,2020-09-20,LOC-0099,Energy,35447.36
BUD-0000588,2022-07-06,LOC-0072,Administration,7651.95
BUD-0000589,2024-06-24,LOC-0039,Production,26750.07
BUD-0000590,2019-04-03,LOC-0041,Energy,18564.38
BUD-0000591,2020-10-21,LOC-0022,Supply Chain,11236.09
BUD-0000592,2025-05-12,LOC-0086,Maintenance,86335.49
BUD-0000593,2022-04-23,LOC-0020,Supply Chain,61476.47
BUD-0000594,2024-12-18,LOC-0087,Operations,22446.48
BUD-0000595,2019-05-31,LOC-0041,Administration,18031.76
BUD-0000596,2024-01-23,LOC-0045,Administration,35740.81
BUD-0000597,2019-05-29,LOC-0089,Supply Chain,28583.18
BUD-0000598,2020-07-13,LOC-0023,Supply Chain,26647.42
BUD-0000599,2025-11-02,LOC-0069,Maintenance,36317.32
BUD-0000600,2023-08-23,LOC-0038,Supply Chain,7286.26
BUD-0000601,2020-03-23,LOC-0016,Administration,32445.22
BUD-0000602,2025-11-02,LOC-0062,Operations,34076.24
BUD-0000603,2024-12-19,LOC-0004,Energy,11677.1
BUD-0000604,2022-01-12,LOC-0033,Maintenance,29335.47
BUD-0000605,2023-05-26,LOC-0089,Supply Chain,45951.95
BUD-0000606,2023-01-29,LOC-0066,Operations,30999.34
BUD-0000607,2024-04-29,LOC-0061,Maintenance,59420.87
BUD-0000608,2024-07-21,LOC-0017,Administration,21112.19
BUD-0000609,2024-10-25,LOC-0040,Administration,46651.93
BUD-0000610,2019-01-23,LOC-0043,Production,20168.01
BUD-0000611,2025-12-26,LOC-0048,Administration,10272.67
BUD-0000612,2020-03-31,LOC-0078,Administration,22687.17
BUD-0000613,2024-01-09,LOC-0100,Operations,61724.52
BUD-0000614,2025-06-19,LOC-0085,Administration,34721.13
BUD-0000615,2023-01-08,LOC-0063,Administration,22003.56
BUD-0000616,2021-09-25,LOC-0033,Energy,10354.63
BUD-0000617,2020-01-16,LOC-0043,Maintenance,13854.71
BUD-0000618,2022-02-02,LOC-0078,Energy,12500.03
BUD-0000619,2022-03-31,LOC-0049,Maintenance,56985.0
BUD-0000620,2025-02-27,LOC-0093,Operations,49548.68
BUD-0000621,2019-10-31,LOC-0094,Administration,26909.64
BUD-0000622,2025-10-31,LOC-0028,Production,13324.11
BUD-0000623,2023-04-20,LOC-0065,Supply Chain,47216.73
BUD-0000624,2024-03-30,LOC-0026,Maintenance,15982.53
BUD-0000625,2021-07-29,LOC-0023,Supply Chain,7326.86
BUD-0000626,2020-09-24,LOC-0073,Energy,20163.59
BUD-0000627,2020-07-08,LOC-0045,Maintenance,110641.74
BUD-0000628,2021-10-24,LOC-0013,Energy,21716.65
BUD-0000629,2025-06-30,LOC-0077,Energy,30449.78
BUD-0000630,2019-11-05,LOC-0055,Supply Chain,3344.35
BUD-0000631,2025-09-07,LOC-0068,Supply Chain,8354.85
BUD-0000632,2021-03-14,LOC-0044,Maintenance,8376.22
BUD-0000633,2019-06-23,LOC-0067,Maintenance,28908.55
BUD-0000634,2023-05-14,LOC-0052,Operations,12197.72
BUD-0000635,2021-10-05,LOC-0092,Maintenance,17101.3
BUD-0000636,2021-09-21,LOC-0080,Administration,143825.21
BUD-0000637,2022-02-14,LOC-0067,Maintenance,110224.97
BUD-0000638,2024-08-09,LOC-0037,Administration,15060.64
BUD-0000639,2023-07-12,LOC-0085,Administration,19785.38
BUD-0000640,2024-05-16,LOC-0084,Energy,29325.04
BUD-0000641,2022-07-14,LOC-0012,Energy,53478.5
BUD-0000642,2019-02-22,LOC-0081,Energy,24955.32
BUD-0000643,2021-10-27,LOC-0003,Operations,13567.73
BUD-0000644,2019-02-11,LOC-0019,Supply Chain,31638.5
BUD-0000645,2019-09-20,LOC-0031,Energy,40234.31
BUD-0000646,2024-05-16,LOC-0038,Production,16995.78
BUD-0000647,2019-03-04,LOC-0055,Energy,16969.24
BUD-0000648,2025-11-14,LOC-0021,Supply Chain,4934.23
BUD-0000649,2019-03-07,LOC-0049,Administration,25947.6
BUD-0000650,2021-09-22,LOC-0019,Maintenance,36570.16
BUD-0000651,2019-03-02,LOC-0093,Operations,16106.78
BUD-0000652,2021-05-13,LOC-0019,Administration,29680.89
BUD-0000653,2022-03-22,LOC-0023,Energy,13871.24
BUD-0000654,2025-11-19,LOC-0086,Maintenance,38355.35
BUD-0000655,2020-12-18,LOC-0079,Maintenance,89011.03
BUD-0000656,2019-04-28,LOC-0039,Energy,6580.52
BUD-0000657,2021-01-15,LOC-0088,Supply Chain,37534.88
BUD-0000658,2020-01-08,LOC-0042,Supply Chain,30556.26
BUD-0000659,2019-08-20,LOC-0030,Supply Chain,13065.4
BUD-0000660,2022-06-03,LOC-0037,Maintenance,13748.09
BUD-0000661,2025-09-03,LOC-0053,Operations,35368.61
BUD-0000662,2021-08-09,LOC-0051,Administration,14781.29
BUD-0000663,2021-10-05,LOC-0086,Administration,62274.98
BUD-0000664,2025-07-29,LOC-0084,Administration,88757.72
BUD-0000665,2019-11-27,LOC-0085,Production,9923.66
BUD-0000666,2025-05-25,LOC-0092,Energy,57116.84
BUD-0000667,2020-02-08,LOC-0054,Administration,9032.23
BUD-0000668,2024-08-05,LOC-0057,Production,30050.4
BUD-0000669,2021-07-30,LOC-0042,Production,35609.56
BUD-0000670,2020-01-15,LOC-0037,Supply Chain,2373.71
BUD-0000671,2019-03-17,LOC-0077,Energy,59955.14
BUD-0000672,2022-09-13,LOC-0079,Production,29502.18
BUD-0000673,2021-06-12,LOC-0058,Production,51442.76
BUD-0000674,2025-09-26,LOC-0023,Energy,7651.41
BUD-0000675,2023-01-27,LOC-0065,Operations,12614.03
BUD-0000676,2025-05-08,LOC-0025,Operations,26307.18
BUD-0000677,2024-04-07,LOC-0062,Production,26322.41
BUD-0000678,2021-02-08,LOC-0053,Supply Chain,96674.09
BUD-0000679,2023-03-20,LOC-0058,Energy,42257.71
BUD-0000680,2020-09-08,LOC-0058,Administration,12177.99
BUD-0000681,2025-10-16,LOC-0042,Production,25436.95
BUD-0000682,2023-11-12,LOC-0023,Administration,54568.25
BUD-0000683,2022-10-09,LOC-0041,Operations,4239.81
BUD-0000684,2022-01-21,LOC-0016,Supply Chain,72312.01
BUD-0000685,2023-10-27,LOC-0074,Maintenance,11144.98
BUD-0000686,2023-02-08,LOC-0077,Maintenance,21784.44
BUD-0000687,2021-10-07,LOC-0043,Administration,13236.18
BUD-0000688,2019-06-27,LOC-0045,Operations,7986.39
BUD-0000689,2019-02-22,LOC-0052,Administration,32978.47
BUD-0000690,2025-01-17,LOC-0035,Maintenance,14896.23
BUD-0000691,2020-03-28,LOC-0074,Maintenance,11317.74
BUD-0000692,2022-05-06,LOC-0073,Administration,8408.42
BUD-0000693,2019-06-26,LOC-0092,Operations,8354.18
BUD-0000694,2020-01-31,LOC-0013,Operations,13727.9
BUD-0000695,2025-01-27,LOC-0052,Maintenance,26570.78
BUD-0000696,2022-05-21,LOC-0065,Production,9250.95
BUD-0000697,2020-02-09,LOC-0052,Operations,17987.64
BUD-0000698,2024-01-11,LOC-0025,Energy,31462.01
BUD-0000699,2022-01-30,LOC-0002,Operations,40110.0
BUD-0000700,2025-08-23,LOC-0098,Operations,84299.46
BUD-0000701,2022-01-03,LOC-0095,Supply Chain,60593.37
BUD-0000702,2025-05-18,LOC-0074,Energy,37914.75
BUD-0000703,2020-07-29,LOC-0019,Maintenance,9024.23
BUD-0000704,2019-07-27,LOC-0052,Maintenance,23957.3
BUD-0000705,2024-09-25,LOC-0010,Energy,24658.99
BUD-0000706,2025-04-26,LOC-0022,Energy,34888.28
BUD-0000707,2025-09-18,LOC-0024,Maintenance,18973.51
BUD-0000708,2025-11-30,LOC-0079,Administration,16562.41
BUD-0000709,2025-03-07,LOC-0092,Production,18837.82
BUD-0000710,2022-03-12,LOC-0061,Administration,22766.71
BUD-0000711,2024-08-09,LOC-0044,Operations,10501.14
BUD-0000712,2025-07-04,LOC-0085,Energy,22250.53
BUD-0000713,2025-02-13,LOC-0002,Operations,56759.87
BUD-0000714,2021-11-18,LOC-0033,Energy,5848.94
BUD-0000715,2019-09-29,LOC-0071,Administration,17503.28
BUD-0000716,2024-05-02,LOC-0007,Supply Chain,46792.55
BUD-0000717,2019-07-10,LOC-0066,Supply Chain,30869.56
BUD-0000718,2025-09-04,LOC-0030,Operations,5562.42
BUD-0000719,2023-07-27,LOC-0066,Maintenance,8369.64
BUD-0000720,2025-06-30,LOC-0002,Energy,42843.08
BUD-0000721,2019-02-09,LOC-0075,Operations,34478.67
BUD-0000722,2025-03-22,LOC-0045,Production,20811.38
BUD-0000723,2023-05-15,LOC-0055,Maintenance,12055.13
BUD-0000724,2022-05-03,LOC-0043,Production,25112.99
BUD-0000725,2023-12-09,LOC-0058,Production,21826.51
BUD-0000726,2019-10-24,LOC-0094,Production,11023.87
BUD-0000727,2021-02-04,LOC-0002,Production,16935.17
BUD-0000728,2024-01-26,LOC-0042,Operations,22139.02
BUD-0000729,2021-06-19,LOC-0044,Administration,19572.81
BUD-0000730,2020-07-04,LOC-0080,Operations,31249.25
BUD-0000731,2023-10-31,LOC-0003,Supply Chain,4104.41
BUD-0000732,2019-02-15,LOC-0030,Production,35745.16
BUD-0000733,2020-11-06,LOC-0072,Production,9227.12
BUD-0000734,2022-04-29,LOC-0026,Energy,24596.89
BUD-0000735,2021-06-13,LOC-0071,Maintenance,13903.79
BUD-0000736,2021-02-13,LOC-0004,Production,23240.47
BUD-0000737,2025-10-25,LOC-0044,Maintenance,28620.42
BUD-0000738,2025-07-05,LOC-0006,Maintenance,10122.63
BUD-0000739,2024-09-10,LOC-0038,Energy,13485.53
BUD-0000740,2021-02-14,LOC-0007,Operations,43685.85
BUD-0000741,2020-10-20,LOC-0071,Maintenance,49533.12
BUD-0000742,2021-01-28,LOC-0087,Production,24979.48
BUD-0000743,2020-10-27,LOC-0046,Administration,55149.52
BUD-0000744,2025-10-15,LOC-0063,Operations,54487.97
BUD-0000745,2022-07-24,LOC-0033,Energy,50002.78
BUD-0000746,2019-06-06,LOC-0001,Supply Chain,17572.99
BUD-0000747,2021-06-06,LOC-0055,Supply Chain,48286.15
BUD-0000748,2020-10-16,LOC-0061,Supply Chain,31629.6
BUD-0000749,2021-04-03,LOC-0018,Maintenance,37885.56
BUD-0000750,2022-11-15,LOC-0100,Operations,70983.95
BUD-0000751,2019-02-08,LOC-0048,Supply Chain,30075.31
BUD-0000752,2025-10-13,LOC-0019,Supply Chain,11200.9
BUD-0000753,2024-11-21,LOC-0085,Supply Chain,7388.71
BUD-0000754,2020-11-26,LOC-0004,Operations,11326.43
BUD-0000755,2019-07-21,LOC-0005,Maintenance,15693.12
BUD-0000756,2025-10-09,LOC-0020,Supply Chain,43115.12
BUD-0000757,2021-03-28,LOC-0079,Operations,19029.79
BUD-0000758,2023-08-13,LOC-0005,Supply Chain,33002.65
BUD-0000759,2019-04-13,LOC-0070,Operations,7334.64
BUD-0000760,2023-06-22,LOC-0081,Production,32297.95
BUD-0000761,2025-09-07,LOC-0062,Production,13379.22
BUD-0000762,2023-01-22,LOC-0052,Energy,60886.81
BUD-0000763,2024-02-05,LOC-0094,Production,8179.8
BUD-0000764,2023-12-28,LOC-0079,Energy,52455.84
BUD-0000765,2021-12-20,LOC-0013,Production,32753.41
BUD-0000766,2021-10-28,LOC-0035,Supply Chain,24615.08
BUD-0000767,2022-07-18,LOC-0024,Supply Chain,14625.01
BUD-0000768,2022-09-18,LOC-0037,Energy,12897.77
BUD-0000769,2021-08-17,LOC-0046,Energy,14353.66
BUD-0000770,2022-05-30,LOC-0032,Maintenance,88566.38
BUD-0000771,2023-09-01,LOC-0069,Administration,34554.79
BUD-0000772,2022-02-12,LOC-0033,Operations,4819.47
BUD-0000773,2024-09-01,LOC-0030,Supply Chain,13231.49
BUD-0000774,2022-04-17,LOC-0041,Operations,17133.59
BUD-0000775,2021-11-16,LOC-0004,Supply Chain,16971.01
BUD-0000776,2023-12-26,LOC-0083,Production,16712.69
BUD-0000777,2023-04-08,LOC-0046,Supply Chain,37957.14
BUD-0000778,2021-05-23,LOC-0012,Maintenance,57657.46
BUD-0000779,2025-04-10,LOC-0058,Operations,51056.83
BUD-0000780,2022-04-04,LOC-0015,Administration,38860.27
BUD-0000781,2022-09-05,LOC-0076,Administration,22145.11
BUD-0000782,2023-10-26,LOC-0024,Supply Chain,16358.36
BUD-0000783,2019-07-19,LOC-0088,Energy,70831.13
BUD-0000784,2024-12-21,LOC-0009,Operations,13831.53
BUD-0000785,2024-05-30,LOC-0029,Production,47033.64
BUD-0000786,2022-07-10,LOC-0019,Operations,18335.32
BUD-0000787,2021-09-09,LOC-0007,Maintenance,12135.95
BUD-0000788,2021-02-14,LOC-0094,Maintenance,19655.5
BUD-0000789,2020-03-06,LOC-0066,Maintenance,10354.47
BUD-0000790,2024-12-28,LOC-0011,Energy,18094.34
BUD-0000791,2025-11-21,LOC-0098,Operations,57985.71
BUD-0000792,2020-12-19,LOC-0081,Maintenance,18697.21
BUD-0000793,2023-11-10,LOC-0044,Production,25251.54
BUD-0000794,2024-08-17,LOC-0026,Maintenance,10191.67
BUD-0000795,2019-12-06,LOC-0009,Supply Chain,4820.76
BUD-0000796,2025-04-06,LOC-0062,Production,74845.92
BUD-0000797,2021-11-20,LOC-0005,Operations,93201.79
BUD-0000798,2022-10-30,LOC-0024,Energy,9783.56
BUD-0000799,2021-02-26,LOC-0003,Maintenance,20128.47
BUD-0000800,2022-07-23,LOC-0078,Operations,110565.83
BUD-0000801,2022-02-10,LOC-0015,Supply Chain,14371.48
BUD-0000802,2019-05-10,LOC-0024,Maintenance,32145.99
BUD-0000803,2019-02-11,LOC-0056,Production,82791.14
BUD-0000804,2019-03-12,LOC-0058,Supply Chain,55805.8
BUD-0000805,2024-02-15,LOC-0096,Production,3518.87
BUD-0000806,2021-04-04,LOC-0074,Maintenance,6768.5
BUD-0000807,2021-03-19,LOC-0047,Supply Chain,90323.67
BUD-0000808,2024-04-22,LOC-0063,Administration,18198.19
BUD-0000809,2022-05-07,LOC-0084,Energy,19322.69
BUD-0000810,2021-10-02,LOC-0015,Maintenance,87828.06
BUD-0000811,2022-01-17,LOC-0022,Energy,22970.75
BUD-0000812,2023-02-14,LOC-0096,Supply Chain,14820.56
BUD-0000813,2020-12-22,LOC-0094,Energy,3937.78
BUD-0000814,2019-07-12,LOC-0005,Administration,26820.95
BUD-0000815,2019-01-07,LOC-0069,Maintenance,23511.66
BUD-0000816,2023-10-26,LOC-0087,Maintenance,55222.05
BUD-0000817,2025-02-08,LOC-0012,Administration,12739.3
BUD-0000818,2020-04-03,LOC-0017,Administration,6471.93
BUD-0000819,2021-10-05,LOC-0035,Energy,54994.73
BUD-0000820,2023-04-16,LOC-0032,Administration,31268.64
BUD-0000821,2021-04-09,LOC-0027,Operations,12100.56
BUD-0000822,2020-01-08,LOC-0017,Production,18192.62
BUD-0000823,2023-06-13,LOC-0064,Supply Chain,15900.42
BUD-0000824,2022-07-30,LOC-0035,Supply Chain,13546.16
BUD-0000825,2021-08-20,LOC-0082,Energy,6687.34
BUD-0000826,2023-12-02,LOC-0099,Energy,20975.36
BUD-0000827,2019-06-25,LOC-0046,Administration,14280.89
BUD-0000828,2021-06-28,LOC-0035,Energy,30304.81
BUD-0000829,2021-10-13,LOC-0025,Production,24295.42
BUD-0000830,2023-02-26,LOC-0060,Energy,21343.16
BUD-0000831,2022-07-08,LOC-0070,Production,19943.58
BUD-0000832,2022-05-03,LOC-0028,Maintenance,31674.39
BUD-0000833,2022-04-18,LOC-0084,Administration,5435.78
BUD-0000834,2022-09-12,LOC-0002,Operations,17401.38
BUD-0000835,2020-02-20,LOC-0029,Administration,31206.65
BUD-0000836,2024-07-16,LOC-0009,Production,21642.25
BUD-0000837,2021-02-15,LOC-0016,Operations,119678.31
BUD-0000838,2020-03-12,LOC-0034,Energy,48999.17
BUD-0000839,2023-09-20,LOC-0090,Production,12047.06
BUD-0000840,2022-02-01,LOC-0084,Production,13403.85
BUD-0000841,2020-11-27,LOC-0057,Administration,13624.32
BUD-0000842,2024-03-18,LOC-0032,Production,4828.62
BUD-0000843,2020-09-05,LOC-0095,Maintenance,31821.52
BUD-0000844,2021-03-18,LOC-0064,Supply Chain,11820.64
BUD-0000845,2021-12-07,LOC-0027,Supply Chain,27629.25
BUD-0000846,2020-02-23,LOC-0047,Production,21387.17
BUD-0000847,2022-12-14,LOC-0048,Supply Chain,20165.33
BUD-0000848,2021-06-27,LOC-0098,Supply Chain,34149.54
BUD-0000849,2023-04-30,LOC-0086,Maintenance,13582.95
BUD-0000850,2025-08-06,LOC-0082,Administration,5613.64
BUD-0000851,2022-04-10,LOC-0054,Production,27102.38
BUD-0000852,2019-10-26,LOC-0085,Administration,10413.04
BUD-0000853,2022-06-19,LOC-0060,Production,17846.74
BUD-0000854,2024-07-03,LOC-0056,Maintenance,58635.4
BUD-0000855,2021-05-08,LOC-0030,Energy,24234.02
BUD-0000856,2023-02-01,LOC-0002,Energy,8701.28
BUD-0000857,2023-08-12,LOC-0090,Maintenance,25962.51
BUD-0000858,2020-06-15,LOC-0063,Maintenance,57994.87
BUD-0000859,2023-06-16,LOC-0075,Administration,55520.84
