waste_key,waste_id,date_key,location_key,waste_category,disposal_method,waste_quantity
517,WST-000517,20211002,44,Plastic,Landfill,809.461
518,WST-000518,20230314,63,Plastic,Treatment,662.71
519,WST-000519,20220321,88,Chemical,Reuse,257.06
520,WST-000520,20251120,78,Plastic,Recycling,647.447
521,WST-000521,20230211,57,General,Landfill,880.758
522,WST-000522,20240326,83,Paper,Reuse,674.465
523,WST-000523,20240925,34,Metal,Landfill,985.258
524,WST-000524,20220411,45,Chemical,Treatment,419.853
525,WST-000525,20200507,43,Chemical,Recycling,190.625
526,WST-000526,20200915,14,Paper,Treatment,347.718
527,WST-000527,20230220,4,Chemical,Treatment,938.699
528,WST-000528,20201117,22,General,Landfill,223.045
529,WST-000529,20230819,14,General,Landfill,823.167
530,WST-000530,20210814,99,Paper,Treatment,414.92
531,WST-000531,20240228,88,General,Landfill,583.56
532,WST-000532,20240913,20,General,Recycling,849.189
533,WST-000533,20200405,64,Chemical,Treatment,567.601
534,WST-000534,20240302,79,Plastic,Recycling,973.302
535,WST-000535,20230424,70,Plastic,Treatment,857.381
536,WST-000536,20191224,93,Paper,Reuse,775.629
537,WST-000537,20240113,44,Plastic,Recycling,796.498
538,WST-000538,20190713,40,Chemical,Recycling,408.349
539,WST-000539,20231211,7,Plastic,Recycling,228.477
540,WST-000540,20190509,62,Plastic,Treatment,319.671
541,WST-000541,20210918,60,Chemical,Recycling,450.377
542,WST-000542,20200217,20,Paper,Reuse,820.836
543,WST-000543,20221213,47,Paper,Landfill,334.347
544,WST-000544,20230225,85,Chemical,Landfill,405.205
545,WST-000545,20211223,21,Plastic,Landfill,188.718
546,WST-000546,20240511,27,Plastic,Treatment,664.946
547,WST-000547,20210119,86,General,Treatment,288.428
548,WST-000548,20190505,1,General,Recycling,226.131
549,WST-000549,20231017,71,General,Recycling,273.389
550,WST-000550,20230418,43,Plastic,Treatment,51.644
551,WST-000551,20230718,48,Paper,Treatment,299.472
552,WST-000552,20190824,29,General,Landfill,360.189
553,WST-000553,20221216,46,Plastic,Treatment,445.415
554,WST-000554,20201118,21,General,Recycling,350.051
555,WST-000555,20240207,6,Paper,Reuse,780.716
556,WST-000556,20200526,85,Paper,Treatment,259.42
557,WST-000557,20190224,30,Plastic,Treatment,624.943
558,WST-000558,20240504,1,General,Treatment,135.157
559,WST-000559,20240210,64,Paper,Reuse,205.857
560,WST-000560,20201118,30,General,Treatment,172.669
561,WST-000561,20210727,13,Plastic,Landfill,959.123
562,WST-000562,20200704,68,Metal,Landfill,615.088
563,WST-000563,20201103,94,Metal,Landfill,31.69
564,WST-000564,20230226,39,Chemical,Treatment,624.391
565,WST-000565,20220403,10,General,Landfill,398.642
566,WST-000566,20230924,34,Paper,Reuse,239.392
567,WST-000567,20200606,54,Metal,Landfill,484.205
568,WST-000568,20220219,56,Metal,Reuse,535.171
569,WST-000569,20220914,80,General,Reuse,354.089
570,WST-000570,20200522,46,Metal,Recycling,629.471
571,WST-000571,20210808,56,Chemical,Treatment,830.638
572,WST-000572,20241203,35,Metal,Treatment,599.406
573,WST-000573,20250929,3,General,Reuse,559.667
574,WST-000574,20200526,3,Paper,Reuse,635.817
575,WST-000575,20230303,7,Metal,Recycling,336.284
576,WST-000576,20230801,62,Plastic,Treatment,821.911
577,WST-000577,20210507,79,Plastic,Reuse,502.816
578,WST-000578,20230128,25,Plastic,Treatment,798.894
579,WST-000579,20230621,84,Metal,Treatment,590.031
580,WST-000580,20240110,59,General,Recycling,366.234
581,WST-000581,20240111,70,Paper,Reuse,471.764
582,WST-000582,20220711,67,Paper,Recycling,272.431
583,WST-000583,20190828,22,Plastic,Treatment,726.434
584,WST-000584,20200818,78,Plastic,Recycling,531.92
585,WST-000585,20191106,8,Plastic,Recycling,382.345
586,WST-000586,20190129,40,General,Recycling,811.353
587,WST-000587,20220316,30,Plastic,Recycling,239.621
588,WST-000588,20251228,48,General,Landfill,495.969
589,WST-000589,20231210,5,General,Recycling,632.64
590,WST-000590,20220810,60,Metal,Reuse,606.892
591,WST-000591,20200918,79,Plastic,Treatment,383.695
592,WST-000592,20230728,26,General,Recycling,581.837
593,WST-000593,20240807,18,General,Treatment,205.654
594,WST-000594,20250902,76,Plastic,Landfill,821.084
595,WST-000595,20220713,42,Metal,Recycling,925.393
596,WST-000596,20231102,79,Metal,Treatment,260.151
597,WST-000597,20240626,28,Chemical,Landfill,506.232
598,WST-000598,20250505,64,Metal,Landfill,228.791
599,WST-000599,20200707,99,General,Treatment,569.003
600,WST-000600,20230511,18,Chemical,Reuse,649.746
601,WST-000601,20200912,93,Metal,Treatment,702.836
602,WST-000602,20220119,33,General,Recycling,763.486
603,WST-000603,20191005,26,Chemical,Landfill,540.813
604,WST-000604,20211012,47,Plastic,Recycling,707.685
605,WST-000605,20250105,100,Paper,Landfill,76.986
606,WST-000606,20221016,88,Plastic,Recycling,277.181
607,WST-000607,20250411,25,Metal,Landfill,400.634
608,WST-000608,20220427,65,Paper,Treatment,524.238
609,WST-000609,20240721,68,Plastic,Reuse,179.986
610,WST-000610,20210830,94,Plastic,Recycling,120.403
611,WST-000611,20210518,38,Paper,Recycling,89.771
612,WST-000612,20230424,8,Paper,Recycling,475.779
613,WST-000613,20220123,3,General,Recycling,958.317
614,WST-000614,20250621,39,Metal,Treatment,271.248
615,WST-000615,20240810,83,General,Treatment,297.976
616,WST-000616,20220429,95,General,Recycling,584.229
617,WST-000617,20240205,19,Metal,Reuse,385.025
618,WST-000618,20250930,40,Chemical,Reuse,212.957
619,WST-000619,20221011,55,Plastic,Landfill,147.11
620,WST-000620,20201026,80,General,Treatment,441.579
621,WST-000621,20191222,19,Chemical,Reuse,149.252
622,WST-000622,20211105,82,Plastic,Landfill,175.953
623,WST-000623,20191229,56,Plastic,Recycling,9.1
624,WST-000624,20210601,7,Chemical,Reuse,183.521
625,WST-000625,20250404,95,General,Treatment,992.557
626,WST-000626,20200615,95,Plastic,Recycling,761.567
627,WST-000627,20250517,83,Chemical,Reuse,538.634
628,WST-000628,20220901,14,Chemical,Landfill,440.066
629,WST-000629,20230810,52,Paper,Reuse,152.88
630,WST-000630,20220810,37,Chemical,Recycling,733.23
631,WST-000631,20210127,32,General,Recycling,885.883
632,WST-000632,20210108,69,Plastic,Recycling,458.723
633,WST-000633,20231203,10,Metal,Landfill,528.7
634,WST-000634,20250322,76,Plastic,Landfill,273.623
635,WST-000635,20200804,69,Paper,Landfill,407.079
636,WST-000636,20240102,98,Chemical,Recycling,773.151
637,WST-000637,20251215,55,General,Landfill,973.448
638,WST-000638,20250629,80,Paper,Reuse,531.067
639,WST-000639,20230501,23,Paper,Treatment,933.12
640,WST-000640,20190711,10,Plastic,Reuse,169.787
641,WST-000641,20200403,47,Metal,Recycling,547.639
642,WST-000642,20250803,33,Metal,Landfill,745.351
643,WST-000643,20220316,81,Plastic,Recycling,182.049
644,WST-000644,20240823,80,Metal,Treatment,316.413
645,WST-000645,20200707,64,General,Treatment,604.199
646,WST-000646,20240212,94,Chemical,Reuse,515.519
647,WST-000647,20240316,70,Chemical,Recycling,460.001
648,WST-000648,20240815,19,Chemical,Treatment,27.402
649,WST-000649,20220331,65,Metal,Reuse,346.582
650,WST-000650,20190521,64,Metal,Landfill,784.657
651,WST-000651,20250210,11,Plastic,Treatment,463.038
652,WST-000652,20240103,12,Plastic,Landfill,879.254
653,WST-000653,20220626,7,General,Recycling,514.16
654,WST-000654,20220711,53,Chemical,Recycling,203.999
655,WST-000655,20210705,38,Paper,Reuse,233.053
656,WST-000656,20210624,100,Metal,Treatment,279.432
657,WST-000657,20191202,56,General,Reuse,280.36
658,WST-000658,20220419,93,Plastic,Treatment,53.026
659,WST-000659,20240804,20,Metal,Recycling,953.348
660,WST-000660,20200618,29,Paper,Landfill,548.215
661,WST-000661,20251003,45,Chemical,Recycling,624.005
662,WST-000662,20220502,55,Plastic,Reuse,775.057
663,WST-000663,20240221,86,Plastic,Reuse,155.003
664,WST-000664,20210627,90,Plastic,Landfill,617.802
665,WST-000665,20250715,22,Chemical,Treatment,980.945
666,WST-000666,20250306,44,Metal,Landfill,171.645
667,WST-000667,20240817,22,General,Landfill,185.927
668,WST-000668,20210415,93,General,Landfill,195.372
669,WST-000669,20190709,22,Metal,Recycling,644.487
670,WST-000670,20220721,78,Paper,Reuse,951.274
671,WST-000671,20211114,95,General,Reuse,250.455
672,WST-000672,20210122,74,Plastic,Recycling,109.16
673,WST-000673,20240922,67,General,Treatment,646.814
674,WST-000674,20210615,99,Metal,Treatment,182.628
675,WST-000675,20190323,76,Chemical,Landfill,537.933
676,WST-000676,20191223,51,Plastic,Reuse,260.726
677,WST-000677,20230211,55,Plastic,Treatment,314.459
678,WST-000678,20240418,84,Chemical,Recycling,41.643
679,WST-000679,20251025,72,General,Recycling,511.483
680,WST-000680,20220724,11,Plastic,Reuse,697.738
681,WST-000681,20190611,46,Plastic,Recycling,160.394
682,WST-000682,20241006,97,Paper,Recycling,13.135
683,WST-000683,20230828,3,Metal,Treatment,820.503
684,WST-000684,20191008,61,General,Reuse,853.603
685,WST-000685,20190507,29,Metal,Treatment,485.686
686,WST-000686,20221229,21,Paper,Landfill,64.543
687,WST-000687,20230714,12,Paper,Recycling,56.531
688,WST-000688,20240226,87,General,Reuse,420.467
689,WST-000689,20210625,44,Paper,Recycling,254.275
690,WST-000690,20210705,66,Paper,Reuse,306.754
691,WST-000691,20240416,4,Metal,Recycling,292.567
692,WST-000692,20240408,90,Plastic,Reuse,305.15
693,WST-000693,20240901,15,Chemical,Reuse,207.348
694,WST-000694,20221214,98,General,Treatment,200.86
695,WST-000695,20221226,60,General,Treatment,695.079
696,WST-000696,20200716,50,Plastic,Reuse,572.581
697,WST-000697,20210607,76,Chemical,Treatment,985.893
698,WST-000698,20190327,86,Chemical,Reuse,98.424
699,WST-000699,20220708,3,Plastic,Treatment,839.642
700,WST-000700,20220408,26,General,Reuse,980.445
701,WST-000701,20230927,27,Metal,Recycling,402.658
702,WST-000702,20251028,11,General,Reuse,70.711
703,WST-000703,20241012,42,Paper,Treatment,522.907
704,WST-000704,20240531,85,Chemical,Recycling,102.248
705,WST-000705,20231022,15,Metal,Treatment,640.351
706,WST-000706,20211124,65,Paper,Landfill,182.511
707,WST-000707,20250915,45,Paper,Reuse,833.228
708,WST-000708,20220805,39,Chemical,Treatment,629.398
709,WST-000709,20190704,84,Metal,Recycling,871.813
710,WST-000710,20201209,96,Paper,Reuse,675.904
711,WST-000711,20240611,99,General,Recycling,108.444
712,WST-000712,20190523,47,Paper,Reuse,833.561
713,WST-000713,20230422,62,Paper,Recycling,89.586
714,WST-000714,20250916,36,Metal,Reuse,961.066
715,WST-000715,20210625,25,Paper,Treatment,466.207
716,WST-000716,20211013,27,General,Treatment,85.976
717,WST-000717,20230117,14,Plastic,Recycling,554.628
718,WST-000718,20200530,18,Metal,Treatment,796.521
719,WST-000719,20190807,40,General,Treatment,551.456
720,WST-000720,20220524,3,Chemical,Recycling,65.377
721,WST-000721,20220723,65,Plastic,Recycling,498.754
722,WST-000722,20250521,91,Paper,Treatment,911.206
723,WST-000723,20210301,2,General,Landfill,521.161
724,WST-000724,20231110,65,Chemical,Landfill,207.91
725,WST-000725,20211009,7,Plastic,Landfill,404.711
726,WST-000726,20250810,24,Chemical,Landfill,587.954
727,WST-000727,20240129,98,Chemical,Landfill,588.193
728,WST-000728,20241220,16,General,Landfill,126.48
729,WST-000729,20240815,62,General,Landfill,495.72
730,WST-000730,20230715,68,Metal,Landfill,349.712
731,WST-000731,20191121,8,Chemical,Landfill,120.243
732,WST-000732,20231114,15,Metal,Reuse,284.018
733,WST-000733,20240610,4,Paper,Landfill,512.065
734,WST-000734,20200727,20,General,Landfill,987.698
735,WST-000735,20221122,91,Metal,Landfill,976.072
736,WST-000736,20191231,70,Chemical,Landfill,105.523
737,WST-000737,20250120,29,Chemical,Treatment,817.228
738,WST-000738,20250806,33,General,Treatment,912.35
739,WST-000739,20250523,43,Chemical,Reuse,348.806
740,WST-000740,20251113,38,Chemical,Landfill,584.326
741,WST-000741,20200418,57,General,Recycling,721.934
742,WST-000742,20200527,35,Plastic,Landfill,293.982
743,WST-000743,20250911,16,Paper,Treatment,364.941
744,WST-000744,20220606,92,Metal,Landfill,249.924
745,WST-000745,20210101,60,Plastic,Recycling,389.858
746,WST-000746,20190512,43,Chemical,Recycling,793.592
747,WST-000747,20240705,86,Chemical,Recycling,632.413
748,WST-000748,20230113,94,General,Treatment,935.414
749,WST-000749,20240301,70,Chemical,Landfill,560.767
750,WST-000750,20240805,80,Plastic,Landfill,305.939
751,WST-000751,20191103,60,Metal,Treatment,300.719
752,WST-000752,20220727,11,General,Treatment,384.206
753,WST-000753,20200109,90,Plastic,Reuse,306.276
754,WST-000754,20200604,68,Chemical,Treatment,342.568
755,WST-000755,20190215,84,Metal,Reuse,379.732
756,WST-000756,20190407,57,Paper,Treatment,660.358
757,WST-000757,20201011,37,Chemical,Treatment,297.165
758,WST-000758,20230503,23,Paper,Recycling,491.427
759,WST-000759,20200429,3,Plastic,Landfill,346.874
760,WST-000760,20201011,15,General,Reuse,43.473
761,WST-000761,20190917,33,Plastic,Landfill,75.694
762,WST-000762,20241024,91,Metal,Treatment,231.468
763,WST-000763,20230727,72,Chemical,Landfill,411.335
764,WST-000764,20201105,79,Plastic,Landfill,319.557
765,WST-000765,20210725,6,Plastic,Recycling,187.1
766,WST-000766,20240601,86,Plastic,Reuse,648.903
767,WST-000767,20241209,78,Chemical,Landfill,875.342
768,WST-000768,20230319,80,General,Reuse,488.598
769,WST-000769,20250726,71,Plastic,Landfill,467.679
770,WST-000770,20200101,4,Plastic,Reuse,529.455
771,WST-000771,20201202,27,Plastic,Reuse,976.447
772,WST-000772,20210607,34,Metal,Landfill,91.887
773,WST-000773,20210603,78,General,Recycling,879.675
774,WST-000774,20200126,72,Plastic,Treatment,491.259
775,WST-000775,20251120,85,Chemical,Treatment,492.237
776,WST-000776,20250918,57,Paper,Recycling,617.652
777,WST-000777,20201121,8,Metal,Reuse,100.754
778,WST-000778,20250331,51,Plastic,Treatment,513.295
779,WST-000779,20240902,20,General,Landfill,444.832
780,WST-000780,20220913,43,Paper,Treatment,298.661
781,WST-000781,20240405,51,Chemical,Landfill,9.463
782,WST-000782,20250215,70,General,Landfill,533.245
783,WST-000783,20241205,93,Metal,Treatment,916.678
784,WST-000784,20230924,12,Paper,Recycling,665.602
785,WST-000785,20250626,86,General,Reuse,871.718
786,WST-000786,20231214,88,Paper,Landfill,217.648
787,WST-000787,20220918,42,Paper,Recycling,573.227
788,WST-000788,20220418,61,Metal,Treatment,698.1
789,WST-000789,20250115,87,Paper,Landfill,800.661
790,WST-000790,20220521,62,General,Treatment,89.629
791,WST-000791,20230731,38,General,Treatment,733.328
792,WST-000792,20251201,2,Chemical,Recycling,135.257
793,WST-000793,20190103,85,Chemical,Recycling,761.501
794,WST-000794,20250507,28,Chemical,Treatment,630.695
795,WST-000795,20240113,36,Metal,Reuse,652.887
796,WST-000796,20230105,79,Plastic,Recycling,507.087
797,WST-000797,20220223,79,Plastic,Landfill,219.121
798,WST-000798,20210429,16,Plastic,Recycling,416.868
799,WST-000799,20250710,48,General,Landfill,843.889
800,WST-000800,20191013,48,Paper,Treatment,774.328
801,WST-000801,20220128,10,Paper,Recycling,700.769
802,WST-000802,20200723,24,General,Treatment,817.821
803,WST-000803,20240221,10,Plastic,Reuse,341.564
804,WST-000804,20190227,66,Paper,Recycling,101.586
805,WST-000805,20250712,67,Chemical,Reuse,795.293
806,WST-000806,20200102,68,Paper,Landfill,249.086
807,WST-000807,20220821,82,Plastic,Landfill,532.134
808,WST-000808,20220126,49,Paper,Landfill,794.166
809,WST-000809,20210524,67,Paper,Landfill,926.873
810,WST-000810,20250714,57,Chemical,Reuse,668.026
811,WST-000811,20210406,27,General,Recycling,455.131
812,WST-000812,20200101,73,General,Treatment,937.875
813,WST-000813,20230912,9,Chemical,Reuse,283.497
814,WST-000814,20240531,76,Paper,Recycling,356.132
815,WST-000815,20240612,24,Metal,Landfill,254.137
816,WST-000816,20200902,41,Metal,Reuse,706.419
817,WST-000817,20251201,1,Metal,Recycling,448.374
818,WST-000818,20200508,81,General,Treatment,574.977
819,WST-000819,20210704,49,Plastic,Reuse,753.054
820,WST-000820,20191130,3,Paper,Landfill,546.149
821,WST-000821,20201119,28,General,Recycling,444.506
822,WST-000822,20190928,42,General,Treatment,12.513
823,WST-000823,20210105,80,General,Landfill,22.136
824,WST-000824,20190318,51,Paper,Landfill,249.514
825,WST-000825,20250315,4,Paper,Recycling,337.5
826,WST-000826,20250603,86,Metal,Landfill,313.606
827,WST-000827,20240312,5,Chemical,Landfill,410.574
828,WST-000828,20210425,19,Metal,Landfill,458.358
829,WST-000829,20210714,77,Paper,Treatment,598.195
830,WST-000830,20200527,35,Metal,Reuse,447.033
831,WST-000831,20200724,5,Plastic,Reuse,468.134
832,WST-000832,20240510,40,General,Recycling,513.043
833,WST-000833,20230627,23,Plastic,Treatment,889.149
834,WST-000834,20200628,75,Paper,Recycling,789.659
835,WST-000835,20211105,65,Plastic,Landfill,198.084
836,WST-000836,20220203,74,Plastic,Landfill,296.501
837,WST-000837,20190905,45,General,Landfill,322.935
838,WST-000838,20250624,2,Paper,Treatment,666.539
839,WST-000839,20190221,61,Paper,Landfill,231.411
840,WST-000840,20240819,6,Metal,Recycling,302.099
841,WST-000841,20200528,91,Metal,Reuse,787.794
842,WST-000842,20200727,61,Paper,Recycling,157.656
843,WST-000843,20230303,42,Plastic,Recycling,908.175
844,WST-000844,20250721,90,Metal,Recycling,137.867
845,WST-000845,20210103,79,Chemical,Treatment,462.518
846,WST-000846,20210814,79,Chemical,Landfill,909.639
847,WST-000847,20240710,62,Paper,Landfill,540.799
848,WST-000848,20220119,10,Plastic,Reuse,970.875
849,WST-000849,20221017,35,Metal,Reuse,929.545
850,WST-000850,20240610,92,Chemical,Treatment,703.887
851,WST-000851,20240207,39,General,Landfill,546.824
852,WST-000852,20220402,67,Chemical,Recycling,25.216
853,WST-000853,20210205,26,Chemical,Landfill,82.77
854,WST-000854,20190410,36,General,Landfill,668.006
855,WST-000855,20201229,84,Metal,Landfill,108.911
856,WST-000856,20210807,29,Plastic,Landfill,133.718
857,WST-000857,20190321,81,Chemical,Treatment,964.083
858,WST-000858,20211018,18,Chemical,Landfill,776.409
859,WST-000859,20230811,36,General,Recycling,350.803
860,WST-000860,20211113,73,Metal,Recycling,421.531
861,WST-000861,20200304,46,Paper,Landfill,551.067
862,WST-000862,20200628,52,General,Landfill,584.423
863,WST-000863,20231215,26,Paper,Recycling,248.738
864,WST-000864,20220529,27,Metal,Recycling,848.104
865,WST-000865,20190507,53,Plastic,Reuse,273.034
866,WST-000866,20210618,15,General,Landfill,867.714
867,WST-000867,20210601,16,Plastic,Recycling,941.892
868,WST-000868,20221125,93,General,Reuse,795.402
869,WST-000869,20191105,78,Chemical,Treatment,596.428
870,WST-000870,20231103,95,General,Reuse,765.339
871,WST-000871,20190223,6,Chemical,Treatment,396.613
872,WST-000872,20190314,98,Metal,Recycling,885.738
873,WST-000873,20200918,38,General,Reuse,386.995
874,WST-000874,20250316,23,Metal,Recycling,184.968
875,WST-000875,20210911,64,General,Reuse,340.267
876,WST-000876,20251217,37,Paper,Landfill,1.815
877,WST-000877,20250601,56,Paper,Recycling,839.416
878,WST-000878,20250908,50,Chemical,Landfill,90.913
879,WST-000879,20240926,33,Plastic,Landfill,932.725
880,WST-000880,20251215,59,General,Recycling,443.859
881,WST-000881,20190124,54,Metal,Landfill,180.969
882,WST-000882,20200614,3,Chemical,Landfill,391.154
883,WST-000883,20190424,30,Paper,Treatment,68.346
884,WST-000884,20250330,56,Paper,Treatment,926.775
885,WST-000885,20190124,30,Plastic,Reuse,776.52
