machine_id,location_id,machine_name,machine_type,installation_date,status
MCH-001390,LOC-0027,CNC Machine 01390,CNC Machine,2021-06-16,Active
MCH-001391,LOC-0004,Cutting Machine 01391,Cutting Machine,2025-04-25,Maintenance
MCH-001392,LOC-0016,Press 01392,Press,2025-11-12,Active
MCH-001393,LOC-0008,Conveyor 01393,Conveyor,2025-05-28,Active
MCH-001394,LOC-0076,Robotic Cell 01394,,2025-10-18,Active
MCH-001395,LOC-0093,Cutting Machine 01395,Cutting Machine,2021-12-28,Inactive
MCH-001396,LOC-0055,Conveyor 01396,Conveyor,2022-12-13,Active
MCH-001397,LOC-0100,Furnace 01397,Furnace,2021-12-26,Active
MCH-001398,LOC-0065,Assembly Line 01398,Assembly Line,2025-10-28,Active
MCH-001399,LOC-0061,Cutting Machine 01399,Cutting Machine,2019-10-15,Active
MCH-001400,LOC-0008,Conveyor 01400,Conveyor,2020-11-13,Active
MCH-001401,LOC-0036,Cutting Machine 01401,Cutting Machine,2024-11-19,Active
MCH-001402,LOC-0024,Assembly Line 01402,Assembly Line,2025-04-09,Active
MCH-001403,LOC-0021,Packaging Machine 01403,Packaging Machine,2025-06-08,Active
MCH-001404,LOC-0031,Assembly Line 01404,Assembly Line,2019-10-27,Maintenance
MCH-001405,LOC-0009,Assembly Line 01405,Assembly Line,2021-07-30,Active
MCH-001406,LOC-0100,Assembly Line 01406,Assembly Line,2020-12-28,Active
MCH-001407,LOC-0019,Conveyor 01407,Conveyor,2022-05-24,Active
MCH-001408,LOC-0049,Robotic Cell 01408,Robotic Cell,2019-05-14,Active
MCH-001409,LOC-0011,Packaging Machine 01409,Packaging Machine,2020-11-11,Active
MCH-001410,LOC-0073,Conveyor 01410,Conveyor,2022-06-27,Active
MCH-001411,LOC-0034, Press 01411 ,Press,2023-09-14,Active
MCH-001412,LOC-0066,Robotic Cell 01412,Robotic Cell,2019-01-07,Active
MCH-001413,LOC-0078,Press 01413,Press,2019-09-03,Active
MCH-001414,LOC-0024,Packaging Machine 01414,Packaging Machine,2025-10-05,Active
MCH-001415,LOC-0048,Furnace 01415,Furnace,2024-01-06,Active
MCH-001416,LOC-0092,Cutting Machine 01416,Cutting Machine,2021-08-30,Active
MCH-001417,LOC-0045,Cutting Machine 01417,Cutting Machine,2024-04-30,Active
MCH-001418,LOC-0068,Assembly Line 01418,Assembly Line,2019-03-15,Active
MCH-001419,LOC-0073,Conveyor 01419,Conveyor,2021-07-02,Active
MCH-001420,LOC-0073,CNC Machine 01420,CNC Machine,2025-05-23,Active
MCH-001421,LOC-0087,Assembly Line 01421,Assembly Line,2019-09-15,Maintenance
MCH-001422,LOC-0030,Conveyor 01422,Conveyor,2020-11-03,Active
MCH-001423,LOC-0086,Press 01423,Press,2024-05-02,Active
MCH-001424,LOC-0100,Robotic Cell 01424,Robotic Cell,2022-02-20,Maintenance
MCH-001425,LOC-0096,Robotic Cell 01425,Robotic Cell,2025-06-19,Active
MCH-001426,LOC-INVALID-00009,Cutting Machine 01426,Cutting Machine,2020-05-16,Active
MCH-001427,LOC-0038,Conveyor 01427,Conveyor,2025-12-19,Active
MCH-001428,LOC-0029,Press 01428,Press,2020-05-03,Active
MCH-001429,LOC-0004,Press 01429,Press,2025-06-04,Active
MCH-001430,LOC-0065,Cutting Machine 01430,Cutting Machine,2024-08-13,Active
MCH-001431,LOC-0052,Robotic Cell 01431,Robotic Cell,2025-03-07,Maintenance
MCH-001432,LOC-0019,Assembly Line 01432,Assembly Line,2021-10-18,Active
MCH-001433,LOC-0031,Cutting Machine 01433,,2022-06-02,Active
MCH-001434,LOC-0028,Press 01434,Press,2024-10-16,Active
MCH-001435,LOC-0096,Furnace 01435,Furnace,2023-05-13,Maintenance
MCH-001436,LOC-0058,Packaging Machine 01436,Packaging Machine,2023-01-15,Active
MCH-001437,LOC-0005,Packaging Machine 01437,Packaging Machine,2020-10-23,Active
MCH-001438,LOC-0010,Conveyor 01438,,2024-09-14,Inactive
MCH-001439,LOC-0097,Furnace 01439,Furnace,2022-04-15,Active
MCH-001440,LOC-0079,Conveyor 01440,Conveyor,2019-12-23,Maintenance
MCH-001441,LOC-0093,Robotic Cell 01441,Robotic Cell,2024-06-09,Active
MCH-001442,LOC-0075,Assembly Line 01442,Assembly Line,2023-05-16,Active
MCH-001443,LOC-0058,Cutting Machine 01443,Cutting Machine,2019-02-28,Active
MCH-001444,LOC-0044,CNC Machine 01444,CNC Machine,2021-04-23,Active
MCH-001445,LOC-0056,CNC Machine 01445,CNC Machine,2020-12-27,Active
MCH-001446,LOC-0041,Furnace 01446,Furnace,2020-05-16,Maintenance
MCH-001447,LOC-0010,Packaging Machine 01447,Packaging Machine,2024-09-02,Active
MCH-001448,LOC-0007,Cutting Machine 01448,Cutting Machine,2021-08-13,Active
MCH-001449,LOC-0037,CNC Machine 01449,CNC Machine,2025-08-09,Active
MCH-001450,LOC-0024,Packaging Machine 01450,Packaging Machine,2022-02-27,Inactive
MCH-001451,LOC-0082,CNC Machine 01451,CNC Machine,2025-05-19,Active
MCH-001452,LOC-0036,Conveyor 01452,Conveyor,2024-03-29,Active
MCH-001453,LOC-0065,Press 01453,Press,2019-12-09,Active
MCH-001454,LOC-0040,Cutting Machine 01454,Cutting Machine,2023-09-04,Active
MCH-001455,LOC-0041,CNC Machine 01455,CNC Machine,2022-10-27,Maintenance
MCH-001456,LOC-0046,Robotic Cell 01456,Robotic Cell,2024-01-12,Inactive
MCH-001457,LOC-0072,Cutting Machine 01457,Cutting Machine,2021-09-28,unknown
MCH-001458,LOC-0042,Packaging Machine 01458,Packaging Machine,2022-11-05,Active
MCH-001459,LOC-0092,Assembly Line 01459,Assembly Line,2023-02-07,Active
MCH-001460,LOC-0026,Conveyor 01460,Conveyor,2022-02-11,Active
MCH-001461,LOC-0073,Packaging Machine 01461,Packaging Machine,2020-02-23,Active
MCH-001462,LOC-0026,Furnace 01462,Furnace,2025-10-02,Active
MCH-001463,LOC-0035,Conveyor 01463,Conveyor,2024-12-06,Active
MCH-001464,LOC-0012,Cutting Machine 01464,Cutting Machine,2024-12-14,Active
MCH-001465,LOC-0070,Conveyor 01465,Conveyor,2021-01-27,Active
MCH-001466,LOC-0024,Furnace 01466,furnace,2024-12-12,Active
MCH-001467,LOC-0019,Cutting Machine 01467,Cutting Machine,2021-08-11,Inactive
MCH-001468,LOC-0012,Conveyor 01468,Conveyor,2021-06-25,unknown
MCH-001469,LOC-0016,Packaging Machine 01469,Packaging Machine,2025-08-26,Active
MCH-001470,LOC-0054,Cutting Machine 01470,Cutting Machine,2020-07-17,Inactive
MCH-001471,LOC-0006,Packaging Machine 01471,Packaging Machine,2024-02-11,Maintenance
MCH-001472,LOC-0045,Conveyor 01472,Conveyor,2023-06-12,Inactive
MCH-001473,LOC-0018,Assembly Line 01473,Assembly Line,2022-07-11,Active
MCH-001474,LOC-0084,CNC Machine 01474,CNC Machine,2019-06-18,Active
MCH-001475,LOC-0057,Assembly Line 01475,Assembly Line,2021-04-13,Active
MCH-001476,LOC-0014,Conveyor 01476,Conveyor,2023-07-10,Active
MCH-001477,LOC-0052,Press 01477,Press,2020-01-11,Active
MCH-001478,LOC-0081,Press 01478,Press,2020-12-05,Active
MCH-001479,LOC-0077,Assembly Line 01479,Assembly Line,2019-04-02,Active
MCH-001480,LOC-0099,Robotic Cell 01480,Robotic Cell,2020-07-23,Active
MCH-001481,LOC-0025,Packaging Machine 01481,Packaging Machine,2020-06-28,Maintenance
MCH-001482,LOC-0029,Press 01482,Press,2025-06-11,Maintenance
MCH-001483,LOC-0008,Packaging Machine 01483,Packaging Machine,2019-03-09,Active
MCH-001484,LOC-0082,CNC Machine 01484,CNC Machine,2019-05-20,Active
MCH-001485,LOC-0095,Assembly Line 01485,Assembly Line,2019-12-01,Active
MCH-001486,LOC-0091,Press 01486,Press,07/26/2020,Active
MCH-001487,LOC-0036,CNC Machine 01487,,2022-02-04,Active
MCH-001488,LOC-0043,Robotic Cell 01488,Robotic Cell,2025-12-01,Active
MCH-001489,LOC-0089,Cutting Machine 01489,Cutting Machine,2022-11-10,Active
MCH-001490,LOC-0057,Robotic Cell 01490,Robotic Cell,2022-02-18,Active
MCH-001491,LOC-0026,Packaging Machine 01491,Packaging Machine,2024-02-20,Active
MCH-001492,LOC-0007,Conveyor 01492,Conveyor,2023-10-19,Active
MCH-001493,LOC-0048,Assembly Line 01493,Assembly Line,2024-11-20,Active
MCH-001494,LOC-0090,Robotic Cell 01494,Robotic Cell,2025-07-24,Active
MCH-001495,LOC-0068,Packaging Machine 01495,Packaging Machine,2020-04-06,Active
MCH-001496,LOC-0023,Packaging Machine 01496,Packaging Machine,2020-08-08,Active
MCH-001497,LOC-0089,Conveyor 01497,Conveyor,2024-01-20,Active
MCH-001498,LOC-0079,Assembly Line 01498,Assembly Line,2025-05-26,Active
MCH-001499,LOC-0073,Robotic Cell 01499,Robotic Cell,2022-04-10,Maintenance
MCH-001500,LOC-0075,Press 01500,Press,2024-03-18,Active
MCH-001501,LOC-0020,Robotic Cell 01501,Robotic Cell,2022-04-26,Active
MCH-001502,LOC-0079,CNC Machine 01502,CNC Machine,2019-03-12,Active
MCH-001503,LOC-0003,Assembly Line 01503,Assembly Line,2025-10-16,Active
MCH-001504,LOC-0077,Assembly Line 01504,Assembly Line,2022-04-19,Active
MCH-001505,LOC-0035,Assembly Line 01505,Assembly Line,2021-10-08,Active
MCH-001506,LOC-0080,Assembly Line 01506,Assembly Line,2020-03-30,Inactive
MCH-001507,LOC-0042,Robotic Cell 01507,,2021-12-05,Active
MCH-001508,LOC-0078,Cutting Machine 01508,Cutting Machine,2021-06-01,unknown
MCH-001509,LOC-0045,Press 01509,Press,2019-07-11,Active
MCH-001510,LOC-0072,Packaging Machine 01510,Packaging Machine,2020-09-02,Active
MCH-001511,LOC-0037,Press 01511,Press,2023-06-28,Active
MCH-001512,LOC-0004,CNC Machine 01512,CNC Machine,2024-03-25,Active
MCH-001513,LOC-0091,Furnace 01513,Furnace,2023-06-26,Active
MCH-001514,LOC-0043,Robotic Cell 01514,Robotic Cell,2023-12-01,Active
MCH-001515,LOC-0045,CNC Machine 01515,CNC Machine,2021-08-16,Active
MCH-001516,LOC-0010,Conveyor 01516,Conveyor,2021-05-21,Active
MCH-001517,LOC-0051,CNC Machine 01517,CNC Machine,2024-08-13,Active
MCH-001518,LOC-0099,Furnace 01518,furnace,2024-08-10,Active
MCH-001519,LOC-0098,Furnace 01519,Furnace,2023-07-07,Inactive
MCH-001520,LOC-0035,Press 01520,Press,2023-06-06,Active
MCH-001521,LOC-0099,CNC Machine 01521,CNC Machine,2021-11-24,Maintenance
MCH-001522,LOC-0026,Furnace 01522,Furnace,2021-05-09,Active
MCH-001523,LOC-0065,Conveyor 01523,Conveyor,2024-03-05,Active
MCH-001524,LOC-0082,CNC Machine 01524,CNC Machine,2023-05-13,Active
MCH-001525,LOC-0085,CNC Machine 01525,CNC Machine,2024-07-20,Active
MCH-001526,LOC-INVALID-00011,Cutting Machine 01526,Cutting Machine,2025-09-30,Active
MCH-001527,LOC-0085,Conveyor 01527,Conveyor,2020-05-19,Active
MCH-001528,LOC-0044,CNC Machine 01528,CNC Machine,2021-11-06,Active
MCH-001529,LOC-0079,Assembly Line 01529,Assembly Line,2025-05-26,Active
MCH-001530,LOC-0073,CNC Machine 01530,CNC Machine,2019-08-24,Active
MCH-001531,LOC-0007,Conveyor 01531,Conveyor,2020-11-16,Active
MCH-001532,LOC-0029,Assembly Line 01532,Assembly Line,2023-07-18,Active
MCH-001533,LOC-0022,Robotic Cell 01533,robotic cell,2022-02-18,Active
MCH-001534,LOC-0016,CNC Machine 01534,CNC Machine,2020-05-16,Active
MCH-001535,LOC-0099,Cutting Machine 01535,Cutting Machine,2024-08-04,Inactive
MCH-001536,LOC-0071,Cutting Machine 01536,Cutting Machine,2019-09-14,Active
MCH-001537,LOC-0070,Furnace 01537,Furnace,2021-03-24,Active
MCH-001538,LOC-0015,Furnace 01538,Furnace,2020-07-19,Active
MCH-001539,LOC-0047,Cutting Machine 01539,Cutting Machine,2025-04-04,Active
MCH-001540,LOC-0059,Press 01540,Press,2025-04-19,Active
MCH-001541,LOC-0052,Assembly Line 01541,Assembly Line,2025-01-22,Active
MCH-001542,LOC-0098,Cutting Machine 01542,Cutting Machine,2020-04-18,Inactive
MCH-001543,LOC-0024,Press 01543,Press,2021-06-28,Active
MCH-001544,LOC-0026,Cutting Machine 01544,Cutting Machine,2021-12-08,Active
MCH-001545,LOC-0045,Assembly Line 01545,Assembly Line,2019-08-02,Maintenance
MCH-001546,LOC-0063,Packaging Machine 01546,Packaging Machine,2025-10-21,Active
MCH-001547,LOC-0022,Cutting Machine 01547,Cutting Machine,2020-08-08,Active
MCH-001548,LOC-0004,Conveyor 01548,Conveyor,2024-12-10,Active
MCH-001549,LOC-0084,Robotic Cell 01549,Robotic Cell,2021-03-08,Active
MCH-001550,LOC-0092,Robotic Cell 01550,Robotic Cell,2024-06-22,Active
MCH-001551,LOC-0071,Cutting Machine 01551,Cutting Machine,2023-03-10,Maintenance
MCH-001552,LOC-0078,Assembly Line 01552,Assembly Line,2024-07-07,Active
MCH-001553,LOC-0031,Packaging Machine 01553,Packaging Machine,2022-08-16,Active
MCH-001554,LOC-0066,Cutting Machine 01554,Cutting Machine,2019-06-10,Active
MCH-001555,LOC-0021,Assembly Line 01555,Assembly Line,2023-01-15,Active
MCH-001556,LOC-0041,Press 01556,Press,2022-01-28,Maintenance
MCH-001557,LOC-0024,Furnace 01557,furnace,2022-06-02,Active
MCH-001558,LOC-0033,Cutting Machine 01558,Cutting Machine,2022-12-04,Active
MCH-001559,LOC-0043,Conveyor 01559,Conveyor,2021-05-18,Active
MCH-001560,LOC-0032,Packaging Machine 01560,Packaging Machine,2021-11-07,Maintenance
MCH-001561,LOC-0034,Furnace 01561,Furnace,2024-11-23,Active
MCH-001562,LOC-0019,Robotic Cell 01562,Robotic Cell,2022-04-26,Active
MCH-001563,LOC-0097,CNC Machine 01563,CNC Machine,2021-01-26,Maintenance
MCH-001564,LOC-0054,Furnace 01564,Furnace,2023-08-18,Active
MCH-001565,LOC-0094,CNC Machine 01565,CNC Machine,2022-12-30,Active
MCH-001566,LOC-0017,Furnace 01566,Furnace,2024-06-14,Maintenance
MCH-001567,LOC-0071,Conveyor 01567,Conveyor,2024-04-02,Active
MCH-001568,LOC-0083,Furnace 01568,Furnace,2023-07-03,Active
MCH-001569,LOC-0011,Cutting Machine 01569,Cutting Machine,2024-12-19,Active
MCH-001570,LOC-0083,Packaging Machine 01570,Packaging Machine,2019-10-29,Active
MCH-001571,LOC-0031,CNC Machine 01571,CNC Machine,2022-09-19,Maintenance
MCH-001572,LOC-0099,Assembly Line 01572,Assembly Line,2020-07-21,Active
MCH-001573,LOC-0006,Press 01573,Press,2022-08-02,Active
MCH-001574,LOC-0063,Press 01574,Press,2023-12-01,Active
MCH-001575,LOC-0097,Furnace 01575,Furnace,2019-12-31,Active
MCH-001576,LOC-0065,Assembly Line 01576,Assembly Line,2023-09-21,Active
MCH-001577,LOC-0094,Cutting Machine 01577,Cutting Machine,2022-03-31,Active
MCH-001578,LOC-0029,CNC Machine 01578,CNC Machine,2019-11-18,Active
MCH-001579,LOC-0011,Assembly Line 01579,Assembly Line,2020-06-24,Active
MCH-001580,LOC-0015,Assembly Line 01580,Assembly Line,2022-07-07,Active
MCH-001581,LOC-0039,Robotic Cell 01581,Robotic Cell,2023-09-05,Active
MCH-001582,LOC-0068,CNC Machine 01582,CNC Machine,2020-04-14,Active
MCH-001583,LOC-0074,Conveyor 01583,Conveyor,2021-01-22,Inactive
MCH-001584,LOC-0040,Cutting Machine 01584,Cutting Machine,2022-09-24,Active
MCH-001585,LOC-INVALID-00008,Furnace 01585,Furnace,2019-10-27,Active
MCH-001586,LOC-0047,Press 01586,Press,2020-03-10,Active
MCH-001587,LOC-0045,Press 01587,Press,2025-08-19,Active
MCH-001588,LOC-0002,Robotic Cell 01588,Robotic Cell,2021-02-08,Active
MCH-001589,LOC-0096,Furnace 01589,Furnace,2024-09-30,Active
MCH-001590,LOC-0030,Furnace 01590,Furnace,2024-12-31,Active
MCH-001591,LOC-0087,Press 01591,Press,2025-07-17,Maintenance
MCH-001592,LOC-0051,Conveyor 01592,Conveyor,2019-08-11,Active
MCH-001593,LOC-0070,Packaging Machine 01593,Packaging Machine,2020-02-16,Active
MCH-001594,LOC-0048,Robotic Cell 01594,Robotic Cell,2021-10-13,Active
MCH-001595,LOC-0035,Cutting Machine 01595,Cutting Machine,2019-06-19,Active
MCH-001596,LOC-0010,Press 01596,Press,2022-05-04,Active
MCH-001597,LOC-0023,Press 01597,Press,2025-03-31,Active
MCH-001598,LOC-0048,CNC Machine 01598,CNC Machine,2022-08-11,Active
MCH-001599,LOC-0020,CNC Machine 01599,CNC Machine,2024-09-14,Active
MCH-001600,LOC-0073,Conveyor 01600,Conveyor,2022-05-08,Active
MCH-001601,LOC-0098,Cutting Machine 01601,Cutting Machine,2020-10-26,Active
MCH-001602,LOC-0072,Press 01602,Press,2024-11-06,Active
MCH-001603,LOC-0052,CNC Machine 01603,CNC Machine,2024-12-18,Inactive
MCH-001604,LOC-INVALID-00002,CNC Machine 01604,CNC Machine,2022-02-12,Active
MCH-001605,LOC-0024,Assembly Line 01605,Assembly Line,2023-04-30,Active
MCH-001606,LOC-0091,Cutting Machine 01606,Cutting Machine,2024-03-24,Active
MCH-001607,LOC-0041,Conveyor 01607,Conveyor,2019-04-06,Maintenance
MCH-001608,LOC-0005,Cutting Machine 01608,,2022-06-04,Active
MCH-001609,LOC-0016,Conveyor 01609,Conveyor,2023-07-26,Maintenance
MCH-001610,LOC-0090,Press 01610,Press,2024-08-11,Active
MCH-001611,LOC-0059,Robotic Cell 01611,Robotic Cell,2024-11-12,Active
MCH-001612,LOC-0053,Robotic Cell 01612,Robotic Cell,2024-09-17,Active
MCH-001613,LOC-0001,Furnace 01613,Furnace,2024-01-20,Active
MCH-001614,LOC-0003,Packaging Machine 01614,Packaging Machine,2024-11-05,Active
MCH-001615,LOC-0048,Packaging Machine 01615,Packaging Machine,2020-03-15,Active
MCH-001616,LOC-0055,Assembly Line 01616,Assembly Line,2020-04-22,Active
MCH-001617,LOC-0067,Robotic Cell 01617,Robotic Cell,2024-04-15,Active
MCH-001618,LOC-0053,Robotic Cell 01618,Robotic Cell,2024-02-06,Active
MCH-001619,LOC-0097,Robotic Cell 01619,Robotic Cell,2022-04-23,Active
MCH-001620,LOC-0057,Furnace 01620,Furnace,2021-11-11,Active
MCH-001621,LOC-0074,Conveyor 01621,Conveyor,2021-08-12,Inactive
MCH-001622,LOC-0016,Furnace 01622,Furnace,2023-08-13,Active
MCH-001623,LOC-0036,Furnace 01623,Furnace,2023-10-15,Active
MCH-001624,LOC-0073,CNC Machine 01624,CNC Machine,2020-07-19,unknown
MCH-001625,LOC-0036,Robotic Cell 01625,,2023-05-29,Active
MCH-001626,LOC-0012,Conveyor 01626,Conveyor,2023-04-14,Active
MCH-001627,LOC-0080,Cutting Machine 01627,Cutting Machine,2025-07-28,Active
MCH-001628,LOC-0064,Furnace 01628,Furnace,2021-10-24,unknown
MCH-001629,LOC-0043,Packaging Machine 01629,Packaging Machine,2025-07-22,Active
MCH-001630,LOC-0053,Packaging Machine 01630,Packaging Machine,2022-03-31,Active
MCH-001631,LOC-0043,Robotic Cell 01631,Robotic Cell,2019-07-03,Active
MCH-001632,LOC-0003,Conveyor 01632,Conveyor,2023-10-12,Maintenance
MCH-001633,LOC-0041,Packaging Machine 01633,Packaging Machine,2023-04-23,Active
MCH-001634,LOC-INVALID-00012,Robotic Cell 01634,Robotic Cell,2025-06-11,Active
MCH-001635,LOC-0016,Assembly Line 01635,Assembly Line,2024-08-06,Active
MCH-001636,LOC-0035,Robotic Cell 01636,Robotic Cell,2025-10-07,Active
MCH-001637,LOC-0067,Robotic Cell 01637,Robotic Cell,2024-12-21,Active
MCH-001638,LOC-0060,Conveyor 01638,Conveyor,2019-01-23,Active
MCH-001639,LOC-0094,Conveyor 01639,Conveyor,2023-03-15,Active
MCH-001640,LOC-0094,Conveyor 01640,Conveyor,2024-05-07,unknown
MCH-001641,LOC-0015,Packaging Machine 01641,Packaging Machine,2021-07-25,Active
MCH-001642,LOC-0032,Press 01642,Press,2024-05-26,Active
MCH-001643,LOC-0081,Conveyor 01643,Conveyor,2022-12-27,Active
MCH-001644,LOC-0067,Assembly Line 01644,Assembly Line,2021-06-05,Active
MCH-001645,LOC-0038,Furnace 01645,Furnace,2019-03-07,Active
MCH-001646,LOC-0003,Assembly Line 01646,Assembly Line,2021-06-13,unknown
MCH-001647,LOC-0094,Press 01647,Press,2020-12-15,Active
MCH-001648,LOC-0061,Packaging Machine 01648,Packaging Machine,2021-10-13,Active
MCH-001649,LOC-0089,Press 01649,Press,2024-04-12,Active
MCH-001650,LOC-0070,Assembly Line 01650,Assembly Line,2024-03-12,Active
MCH-001651,LOC-0055,Press 01651,Press,2020-10-04,Active
MCH-001652,LOC-0076,Press 01652,Press,2025-05-04,Active
MCH-001653,LOC-0070,Cutting Machine 01653,Cutting Machine,2023-08-15,Active
MCH-001654,LOC-0044,CNC Machine 01654,CNC Machine,2023-09-23,Active
MCH-001655,LOC-0083,Robotic Cell 01655,Robotic Cell,2020-05-20,Active
MCH-001656,LOC-0095,Assembly Line 01656,Assembly Line,2024-04-13,Active
MCH-001657,LOC-0073,Packaging Machine 01657,Packaging Machine,2020-05-31,Active
MCH-001658,LOC-0070,Press 01658,Press,2019-07-29,Active
MCH-001659,LOC-0022,Assembly Line 01659,Assembly Line,2020-08-26,Active
MCH-001660,LOC-0073,CNC Machine 01660,CNC Machine,2025-05-20,Active
MCH-001661,LOC-0082,Cutting Machine 01661,Cutting Machine,2021-03-28,Active
MCH-001662,LOC-0022,Robotic Cell 01662,Robotic Cell,2025-01-12,Active
MCH-001663,LOC-0082,Press 01663,Press,2022-10-02,Active
MCH-001664,LOC-0040,Conveyor 01664,Conveyor,2020-04-14,Active
MCH-001665,LOC-0059,Press 01665,Press,2022-05-08,Active
MCH-001666,LOC-0070,Conveyor 01666,,2024-03-05,Active
MCH-001667,LOC-0026,Furnace 01667,Furnace,2023-12-02,Active
MCH-001668,LOC-0029,Packaging Machine 01668,Packaging Machine,2025-06-15,Active
MCH-001669,LOC-0014,Packaging Machine 01669,Packaging Machine,2025-11-28,Inactive
MCH-001670,LOC-0080,Robotic Cell 01670,Robotic Cell,2025-03-14,Maintenance
MCH-001671,LOC-0039,Robotic Cell 01671,Robotic Cell,2025-09-28,Active
MCH-001672,LOC-0056,Assembly Line 01672,Assembly Line,2022-01-01,unknown
MCH-001673,LOC-0093,Assembly Line 01673,Assembly Line,2023-05-12,unknown
MCH-001674,LOC-0034,Assembly Line 01674,Assembly Line,2020-12-30,Active
MCH-001675,LOC-0075,Conveyor 01675,Conveyor,2019-08-06,Active
MCH-001676,LOC-0058,Robotic Cell 01676,Robotic Cell,2021-11-27,Active
MCH-001677,LOC-0006,Press 01677,Press,2025-10-13,Maintenance
MCH-001678,LOC-0070,Robotic Cell 01678,Robotic Cell,2019-01-03,Active
MCH-001679,LOC-0020, Robotic Cell 01679 ,Robotic Cell,2025-05-18,Active
MCH-001680,LOC-0065,Furnace 01680,Furnace,2021-12-20,Active
MCH-001681,LOC-0016,Press 01681,Press,2023-02-20,Active
MCH-001682,LOC-0075,Assembly Line 01682,Assembly Line,06/03/2024,Active
MCH-001683,LOC-0093,Packaging Machine 01683,Packaging Machine,2025-10-20,unknown
MCH-001684,LOC-0049,Robotic Cell 01684,Robotic Cell,2020-10-09,Active
MCH-001685,LOC-0014,Assembly Line 01685,Assembly Line,2022-06-04,Active
MCH-001686,LOC-0032,Furnace 01686,Furnace,2023-03-26,Active
MCH-001687,LOC-0081,Conveyor 01687,Conveyor,2021-07-25,Inactive
MCH-001688,LOC-0003,Packaging Machine 01688,,2022-01-04,Active
MCH-001689,LOC-0056,Cutting Machine 01689,Cutting Machine,2024-10-27,Active
MCH-001690,LOC-0076,Cutting Machine 01690,Cutting Machine,2019-03-05,Active
MCH-001691,LOC-0076,CNC Machine 01691,CNC Machine,2020-05-02,Active
MCH-001692,LOC-0051,Packaging Machine 01692,Packaging Machine,2019-10-03,Active
MCH-001693,LOC-0100,Press 01693,Press,2025-09-05,Active
MCH-001694,LOC-0083,Press 01694,Press,2019-11-03,Active
MCH-001695,LOC-0066,Packaging Machine 01695,Packaging Machine,2024-06-02,Active
MCH-001696,LOC-0070,Press 01696,Press,2023-02-17,Maintenance
MCH-001697,LOC-0026,CNC Machine 01697,CNC Machine,2021-01-02,Active
MCH-001698,LOC-0022,Cutting Machine 01698,Cutting Machine,2019-11-03,Maintenance
MCH-001699,LOC-0098,Furnace 01699,Furnace,2021-07-17,Active
MCH-001700,LOC-INVALID-00006, Robotic Cell 01700 ,Robotic Cell,2025-10-10,Active
MCH-001701,LOC-0012,Cutting Machine 01701,Cutting Machine,2024-02-14,Active
MCH-001702,LOC-0032,Press 01702,Press,2024-11-14,Active
MCH-001703,LOC-0094,Press 01703,,2023-09-14,Active
MCH-001704,LOC-0069,Conveyor 01704,Conveyor,2020-05-21,Active
MCH-001705,LOC-0085,Press 01705,Press,2022-10-05,Active
MCH-001706,LOC-0050,Cutting Machine 01706,Cutting Machine,2023-12-06,Maintenance
MCH-001707,LOC-0085,Conveyor 01707,Conveyor,2024-09-05,Active
MCH-001708,LOC-0066,Furnace 01708,Furnace,2023-07-16,Active
MCH-001709,LOC-0001,Cutting Machine 01709,Cutting Machine,2019-03-14,Active
MCH-001710,LOC-0010,Conveyor 01710,Conveyor,2023-08-10,Active
MCH-001711,LOC-0015,Conveyor 01711,Conveyor,2022-12-09,Active
MCH-001712,LOC-0068,Assembly Line 01712,Assembly Line,2021-09-12,Active
MCH-001713,LOC-0020,Robotic Cell 01713,Robotic Cell,2025-03-05,Active
MCH-001714,LOC-0013,Press 01714,Press,2020-01-28,Active
MCH-001715,LOC-0026,CNC Machine 01715,CNC Machine,2019-11-15,Active
MCH-001716,LOC-0097,Press 01716,Press,2024-02-02,Active
MCH-001717,LOC-0069,Robotic Cell 01717,Robotic Cell,2022-11-09,Active
MCH-001718,LOC-0053,Cutting Machine 01718,Cutting Machine,2019-01-15,Active
MCH-001719,LOC-0032,Conveyor 01719,Conveyor,2025-10-28,Active
MCH-001720,LOC-0090,Press 01720,Press,2024-08-23,Maintenance
MCH-001721,LOC-0052,CNC Machine 01721,CNC Machine,2020-07-24,Maintenance
MCH-001722,LOC-0045,Conveyor 01722,Conveyor,2021-02-15,Active
MCH-001723,LOC-0092,Cutting Machine 01723,Cutting Machine,2020-12-28,Active
MCH-001724,LOC-0060,CNC Machine 01724,CNC Machine,2019-06-29,Active
MCH-001725,LOC-0047,Robotic Cell 01725,Robotic Cell,2019-04-06,Maintenance
MCH-001726,LOC-0064,Furnace 01726,Furnace,2020-03-18,Active
MCH-001727,LOC-0004,CNC Machine 01727,CNC Machine,2024-10-06,Active
MCH-001728,LOC-0037,CNC Machine 01728,CNC Machine,2023-01-27,Active
MCH-001729,LOC-0043,CNC Machine 01729,CNC Machine,19-10-2019,Active
MCH-001730,LOC-0086,Press 01730,Press,2024-12-06,Maintenance
MCH-001731,LOC-0012,Conveyor 01731,Conveyor,2025-06-21,Active
MCH-001732,LOC-0020,Packaging Machine 01732,,2021-12-20,Active
MCH-001733,LOC-0003,Assembly Line 01733,Assembly Line,2020-08-23,Inactive
MCH-001734,LOC-0081,Furnace 01734,Furnace,2021-05-26,Active
MCH-001735,LOC-0004,CNC Machine 01735,CNC Machine,2022-12-18,Active
MCH-001736,LOC-0070,Furnace 01736,Furnace,2021-09-14,Active
