emissions_key,emissions_id,date_key,location_key,emissions_category,unit_of_measure,co2_emissions
466,EMS-000466,20210909,74,Direct Emissions,kg,321.007
467,EMS-000467,20250112,69,Direct Emissions,kg,1067.844
468,EMS-000468,20251003,1,Direct Emissions,kg,450.034
469,EMS-000469,20251021,3,Purchased Energy,kg,254.814
470,EMS-000470,20230903,38,Direct Emissions,kg,837.177
471,EMS-000471,20230430,54,Direct Emissions,kg,965.164
472,EMS-000472,20241225,38,Direct Emissions,kg,800.232
473,EMS-000473,20250310,16,Direct Emissions,kg,471.366
474,EMS-000474,20210213,36,Direct Emissions,kg,588.816
475,EMS-000475,20190130,22,Purchased Energy,kg,469.276
476,EMS-000476,20230122,7,Direct Emissions,kg,274.866
477,EMS-000477,20231219,61,Purchased Energy,kg,153.486
478,EMS-000478,20190110,86,Direct Emissions,kg,986.913
479,EMS-000479,20190429,82,Purchased Energy,kg,211.441
480,EMS-000480,20230616,71,Direct Emissions,kg,1707.217
481,EMS-000481,20240627,2,Purchased Energy,kg,467.834
482,EMS-000482,20250704,1,Direct Emissions,kg,302.098
483,EMS-000483,20211219,81,Direct Emissions,kg,1016.627
484,EMS-000484,20190819,82,Direct Emissions,kg,609.443
485,EMS-000485,20230430,43,Direct Emissions,kg,2004.405
486,EMS-000486,20240918,33,Direct Emissions,kg,1354.47
487,EMS-000487,20230511,58,Direct Emissions,kg,1198.934
488,EMS-000488,20221209,67,Purchased Energy,kg,944.221
489,EMS-000489,20230726,75,Direct Emissions,kg,1672.676
490,EMS-000490,20210703,97,Purchased Energy,kg,454.739
491,EMS-000491,20250803,61,Transportation,kg,999.744
492,EMS-000492,20190813,78,Transportation,kg,2649.319
493,EMS-000493,20220525,54,Transportation,kg,1086.63
494,EMS-000494,20201026,57,Direct Emissions,kg,1787.542
495,EMS-000495,20220905,26,Transportation,kg,801.066
496,EMS-000496,20211007,81,Direct Emissions,kg,1072.968
497,EMS-000497,20210224,27,Purchased Energy,kg,263.128
498,EMS-000498,20231120,4,Direct Emissions,kg,796.319
499,EMS-000499,20240610,99,Purchased Energy,kg,361.903
500,EMS-000500,20220307,40,Transportation,kg,1126.664
501,EMS-000501,20220830,88,Purchased Energy,kg,554.615
502,EMS-000502,20250819,45,Purchased Energy,kg,802.036
503,EMS-000503,20240619,100,Purchased Energy,kg,566.016
504,EMS-000504,20230408,65,Direct Emissions,kg,2895.763
505,EMS-000505,20211208,100,Purchased Energy,kg,744.774
506,EMS-000506,20221224,17,Direct Emissions,kg,3810.69
507,EMS-000507,20220712,17,Direct Emissions,kg,314.714
508,EMS-000508,20211002,85,Direct Emissions,kg,370.353
509,EMS-000509,20201030,92,Purchased Energy,kg,553.91
510,EMS-000510,20240427,38,Transportation,kg,1034.233
511,EMS-000511,20190131,21,Purchased Energy,kg,552.041
512,EMS-000512,20200906,88,Direct Emissions,kg,182.992
513,EMS-000513,20251009,93,Purchased Energy,kg,333.42
514,EMS-000514,20190320,92,Direct Emissions,kg,2119.32
515,EMS-000515,20220731,72,Transportation,kg,1006.852
516,EMS-000516,20200614,74,Direct Emissions,kg,907.43
517,EMS-000517,20240428,81,Purchased Energy,kg,180.096
518,EMS-000518,20211124,87,Direct Emissions,kg,1284.215
519,EMS-000519,20200908,39,Purchased Energy,kg,745.841
520,EMS-000520,20200416,54,Direct Emissions,kg,1237.151
521,EMS-000521,20230301,50,Direct Emissions,kg,247.771
522,EMS-000522,20221008,79,Purchased Energy,kg,358.83
523,EMS-000523,20220705,30,Purchased Energy,kg,905.672
524,EMS-000524,20200818,64,Direct Emissions,kg,481.286
525,EMS-000525,20210429,50,Direct Emissions,kg,506.963
526,EMS-000526,20220922,87,Transportation,kg,959.992
527,EMS-000527,20200922,68,Direct Emissions,kg,1893.844
528,EMS-000528,20190106,13,Purchased Energy,kg,199.77
529,EMS-000529,20250310,58,Transportation,kg,477.086
530,EMS-000530,20190116,97,Direct Emissions,kg,625.09
531,EMS-000531,20250106,71,Purchased Energy,kg,868.832
532,EMS-000532,20221204,36,Transportation,kg,2210.593
533,EMS-000533,20190304,70,Direct Emissions,kg,3174.645
534,EMS-000534,20251208,87,Transportation,kg,962.826
535,EMS-000535,20220825,58,Transportation,kg,2168.058
536,EMS-000536,20230606,50,Transportation,kg,1052.095
537,EMS-000537,20230115,16,Direct Emissions,kg,504.119
538,EMS-000538,20190208,6,Direct Emissions,kg,1319.263
539,EMS-000539,20190104,65,Direct Emissions,kg,2638.278
540,EMS-000540,20200709,22,Direct Emissions,kg,1386.975
541,EMS-000541,20230318,33,Purchased Energy,kg,303.52
542,EMS-000542,20220913,89,Purchased Energy,kg,1119.813
543,EMS-000543,20250324,51,Purchased Energy,kg,249.903
544,EMS-000544,20250311,36,Direct Emissions,kg,1308.42
545,EMS-000545,20220417,16,Direct Emissions,kg,789.981
546,EMS-000546,20221127,27,Purchased Energy,kg,429.232
547,EMS-000547,20240606,63,Purchased Energy,kg,1555.911
548,EMS-000548,20220530,26,Purchased Energy,kg,659.445
549,EMS-000549,20231018,95,Direct Emissions,kg,384.744
550,EMS-000550,20250826,52,Transportation,kg,493.023
551,EMS-000551,20220301,67,Direct Emissions,kg,712.272
552,EMS-000552,20220914,97,Transportation,kg,3118.482
553,EMS-000553,20250510,42,Transportation,kg,1513.921
554,EMS-000554,20190429,10,Purchased Energy,kg,512.339
555,EMS-000555,20211214,26,Purchased Energy,kg,689.818
556,EMS-000556,20220707,42,Direct Emissions,kg,735.109
557,EMS-000557,20210223,34,Purchased Energy,kg,596.439
558,EMS-000558,20201101,17,Direct Emissions,kg,1743.131
559,EMS-000559,20251112,11,Purchased Energy,kg,295.027
560,EMS-000560,20210411,80,Purchased Energy,kg,484.612
561,EMS-000561,20210526,17,Direct Emissions,kg,730.311
562,EMS-000562,20220318,30,Purchased Energy,kg,302.623
563,EMS-000563,20190526,51,Purchased Energy,kg,631.546
564,EMS-000564,20250619,33,Purchased Energy,kg,183.052
565,EMS-000565,20240925,22,Purchased Energy,kg,1189.178
566,EMS-000566,20220118,42,Direct Emissions,kg,1264.409
567,EMS-000567,20221110,70,Direct Emissions,kg,707.224
568,EMS-000568,20240406,78,Direct Emissions,kg,1330.822
569,EMS-000569,20190812,73,Direct Emissions,kg,622.254
570,EMS-000570,20230328,18,Purchased Energy,kg,892.442
571,EMS-000571,20250219,7,Direct Emissions,kg,1063.292
572,EMS-000572,20241120,11,Direct Emissions,kg,517.738
573,EMS-000573,20200128,95,Direct Emissions,kg,512.189
574,EMS-000574,20250414,35,Transportation,kg,1349.425
575,EMS-000575,20210816,59,Purchased Energy,kg,315.641
576,EMS-000576,20211017,49,Direct Emissions,kg,216.023
577,EMS-000577,20210418,71,Transportation,kg,480.801
578,EMS-000578,20240621,65,Direct Emissions,kg,964.756
579,EMS-000579,20250714,22,Direct Emissions,kg,812.66
580,EMS-000580,20201212,25,Transportation,kg,644.231
581,EMS-000581,20200415,15,Purchased Energy,kg,539.012
582,EMS-000582,20210505,20,Purchased Energy,kg,224.097
583,EMS-000583,20210912,9,Purchased Energy,kg,526.29
584,EMS-000584,20230809,78,Purchased Energy,kg,1445.681
585,EMS-000585,20221104,73,Direct Emissions,kg,1410.904
586,EMS-000586,20241013,34,Transportation,kg,1605.757
587,EMS-000587,20220530,70,Direct Emissions,kg,444.994
588,EMS-000588,20241011,7,Direct Emissions,kg,456.83
589,EMS-000589,20190509,59,Transportation,kg,417.455
590,EMS-000590,20230305,3,Purchased Energy,kg,293.242
591,EMS-000591,20220923,28,Purchased Energy,kg,342.087
592,EMS-000592,20190118,23,Direct Emissions,kg,313.628
593,EMS-000593,20240112,26,Transportation,kg,1419.993
594,EMS-000594,20191202,37,Purchased Energy,kg,539.837
595,EMS-000595,20210101,36,Direct Emissions,kg,339.537
596,EMS-000596,20240325,51,Direct Emissions,kg,1102.256
597,EMS-000597,20231123,25,Direct Emissions,kg,321.809
598,EMS-000598,20221122,18,Transportation,kg,811.187
599,EMS-000599,20200717,17,Purchased Energy,kg,674.351
600,EMS-000600,20201025,95,Purchased Energy,kg,205.841
601,EMS-000601,20210311,45,Direct Emissions,kg,1148.017
602,EMS-000602,20210923,90,Purchased Energy,kg,164.159
603,EMS-000603,20220714,42,Purchased Energy,kg,338.192
604,EMS-000604,20210901,79,Direct Emissions,kg,312.229
605,EMS-000605,20230419,96,Transportation,kg,1550.163
606,EMS-000606,20200406,60,Purchased Energy,kg,450.541
607,EMS-000607,20190823,23,Transportation,kg,874.109
608,EMS-000608,20220208,61,Purchased Energy,kg,931.394
609,EMS-000609,20220516,56,Purchased Energy,kg,727.486
610,EMS-000610,20220711,75,Purchased Energy,kg,468.498
611,EMS-000611,20211130,95,Direct Emissions,kg,730.02
612,EMS-000612,20230329,28,Purchased Energy,kg,360.292
613,EMS-000613,20240620,67,Transportation,kg,2679.09
614,EMS-000614,20240421,73,Transportation,kg,653.332
615,EMS-000615,20220422,65,Direct Emissions,kg,860.353
616,EMS-000616,20210403,86,Purchased Energy,kg,1622.441
617,EMS-000617,20250602,37,Purchased Energy,kg,545.388
618,EMS-000618,20210216,81,Purchased Energy,kg,736.368
619,EMS-000619,20190602,42,Transportation,kg,1076.329
620,EMS-000620,20240321,35,Purchased Energy,kg,527.499
621,EMS-000621,20200520,43,Direct Emissions,kg,252.054
622,EMS-000622,20250224,89,Direct Emissions,kg,850.005
623,EMS-000623,20250918,7,Purchased Energy,kg,127.441
624,EMS-000624,20221006,61,Purchased Energy,kg,887.36
625,EMS-000625,20240219,94,Direct Emissions,kg,224.524
626,EMS-000626,20240318,1,Direct Emissions,kg,1158.055
627,EMS-000627,20250610,97,Purchased Energy,kg,673.452
628,EMS-000628,20221210,34,Direct Emissions,kg,282.931
629,EMS-000629,20200201,11,Purchased Energy,kg,533.485
630,EMS-000630,20190910,8,Direct Emissions,kg,540.744
631,EMS-000631,20190412,12,Purchased Energy,kg,182.195
632,EMS-000632,20221229,3,Purchased Energy,kg,317.047
633,EMS-000633,20221223,77,Purchased Energy,kg,446.947
634,EMS-000634,20220514,30,Direct Emissions,kg,447.733
635,EMS-000635,20200413,21,Direct Emissions,kg,1541.335
636,EMS-000636,20240318,4,Direct Emissions,kg,728.22
637,EMS-000637,20240930,40,Direct Emissions,kg,1773.869
638,EMS-000638,20210412,51,Purchased Energy,kg,229.457
639,EMS-000639,20220708,21,Purchased Energy,kg,421.883
640,EMS-000640,20240824,79,Purchased Energy,kg,392.355
641,EMS-000641,20190430,59,Direct Emissions,kg,491.256
642,EMS-000642,20210527,95,Direct Emissions,kg,1512.912
643,EMS-000643,20200710,46,Direct Emissions,kg,575.33
644,EMS-000644,20221105,72,Purchased Energy,kg,985.687
645,EMS-000645,20200822,34,Purchased Energy,kg,664.677
646,EMS-000646,20250504,98,Purchased Energy,kg,902.91
647,EMS-000647,20220801,38,Transportation,kg,578.519
648,EMS-000648,20230723,51,Purchased Energy,kg,780.018
649,EMS-000649,20231005,26,Purchased Energy,kg,281.54
650,EMS-000650,20200302,28,Direct Emissions,kg,490.821
651,EMS-000651,20241020,13,Direct Emissions,kg,573.994
652,EMS-000652,20250705,94,Purchased Energy,kg,297.533
653,EMS-000653,20220805,90,Transportation,kg,1248.661
654,EMS-000654,20191012,14,Purchased Energy,kg,514.326
655,EMS-000655,20230131,76,Purchased Energy,kg,864.64
656,EMS-000656,20210225,38,Purchased Energy,kg,461.042
657,EMS-000657,20210619,59,Purchased Energy,kg,801.488
658,EMS-000658,20190820,28,Direct Emissions,kg,552.719
659,EMS-000659,20200530,20,Purchased Energy,kg,311.462
660,EMS-000660,20200907,16,Purchased Energy,kg,561.253
661,EMS-000661,20250417,8,Direct Emissions,kg,338.14
662,EMS-000662,20220211,18,Purchased Energy,kg,397.345
663,EMS-000663,20240121,89,Direct Emissions,kg,242.855
664,EMS-000664,20210312,70,Direct Emissions,kg,1549.611
665,EMS-000665,20210205,8,Transportation,kg,1530.223
666,EMS-000666,20250517,60,Transportation,kg,686.186
667,EMS-000667,20210814,5,Purchased Energy,kg,490.835
668,EMS-000668,20220730,84,Purchased Energy,kg,463.453
669,EMS-000669,20200430,3,Purchased Energy,kg,265.207
670,EMS-000670,20221228,66,Transportation,kg,1715.085
671,EMS-000671,20231019,23,Direct Emissions,kg,645.435
672,EMS-000672,20230106,39,Purchased Energy,kg,255.341
673,EMS-000673,20220304,84,Direct Emissions,kg,677.023
674,EMS-000674,20240203,1,Purchased Energy,kg,653.404
675,EMS-000675,20230316,86,Transportation,kg,1113.022
676,EMS-000676,20190925,69,Purchased Energy,kg,517.059
677,EMS-000677,20190425,31,Purchased Energy,kg,479.233
678,EMS-000678,20210204,32,Purchased Energy,kg,307.853
679,EMS-000679,20240404,9,Purchased Energy,kg,451.566
680,EMS-000680,20250508,61,Purchased Energy,kg,892.669
681,EMS-000681,20250701,5,Transportation,kg,2497.954
682,EMS-000682,20210728,81,Purchased Energy,kg,667.133
683,EMS-000683,20201022,61,Purchased Energy,kg,490.11
684,EMS-000684,20200815,34,Direct Emissions,kg,1568.975
685,EMS-000685,20221026,74,Direct Emissions,kg,1156.523
686,EMS-000686,20210623,82,Direct Emissions,kg,709.607
687,EMS-000687,20210309,80,Direct Emissions,kg,457.485
688,EMS-000688,20250206,23,Direct Emissions,kg,1096.243
689,EMS-000689,20200323,71,Purchased Energy,kg,340.296
690,EMS-000690,20240103,67,Purchased Energy,kg,373.385
691,EMS-000691,20220301,8,Purchased Energy,kg,488.287
692,EMS-000692,20191106,19,Transportation,kg,933.01
693,EMS-000693,20190210,90,Direct Emissions,kg,497.453
694,EMS-000694,20220311,38,Purchased Energy,kg,176.031
695,EMS-000695,20210411,63,Purchased Energy,kg,1145.019
696,EMS-000696,20250326,76,Purchased Energy,kg,1795.106
697,EMS-000697,20210307,1,Transportation,kg,3550.501
698,EMS-000698,20241010,32,Direct Emissions,kg,368.574
699,EMS-000699,20210603,90,Purchased Energy,kg,387.521
700,EMS-000700,20190101,59,Purchased Energy,kg,336.295
701,EMS-000701,20220125,15,Transportation,kg,740.633
702,EMS-000702,20230403,91,Direct Emissions,kg,782.278
703,EMS-000703,20220821,27,Direct Emissions,kg,981.165
704,EMS-000704,20221121,26,Transportation,kg,682.166
705,EMS-000705,20221230,55,Direct Emissions,kg,594.252
706,EMS-000706,20241104,42,Direct Emissions,kg,1701.465
707,EMS-000707,20211205,50,Purchased Energy,kg,553.198
708,EMS-000708,20190507,15,Transportation,kg,524.273
709,EMS-000709,20240812,73,Purchased Energy,kg,758.315
710,EMS-000710,20211006,71,Direct Emissions,kg,3056.262
711,EMS-000711,20211202,29,Direct Emissions,kg,550.922
712,EMS-000712,20210701,36,Purchased Energy,kg,1440.346
713,EMS-000713,20230909,29,Purchased Energy,kg,1024.894
714,EMS-000714,20210124,78,Purchased Energy,kg,757.323
715,EMS-000715,20240129,71,Transportation,kg,671.509
716,EMS-000716,20251004,15,Purchased Energy,kg,324.775
717,EMS-000717,20240315,65,Direct Emissions,kg,1253.902
718,EMS-000718,20220624,97,Direct Emissions,kg,869.627
719,EMS-000719,20220628,36,Direct Emissions,kg,860.647
720,EMS-000720,20250505,31,Direct Emissions,kg,769.976
721,EMS-000721,20210802,100,Direct Emissions,kg,2210.421
722,EMS-000722,20221030,26,Transportation,kg,2342.536
723,EMS-000723,20200903,63,Transportation,kg,1034.131
724,EMS-000724,20220817,30,Purchased Energy,kg,984.772
725,EMS-000725,20200604,7,Purchased Energy,kg,511.32
726,EMS-000726,20190611,21,Purchased Energy,kg,699.433
727,EMS-000727,20190123,75,Direct Emissions,kg,623.157
728,EMS-000728,20231212,46,Transportation,kg,3110.57
729,EMS-000729,20230122,98,Purchased Energy,kg,403.968
730,EMS-000730,20210216,60,Purchased Energy,kg,789.358
731,EMS-000731,20240304,22,Direct Emissions,kg,1057.332
732,EMS-000732,20230526,15,Purchased Energy,kg,325.296
733,EMS-000733,20200601,100,Direct Emissions,kg,637.37
734,EMS-000734,20190909,99,Purchased Energy,kg,1043.906
735,EMS-000735,20190717,30,Purchased Energy,kg,999.28
736,EMS-000736,20220202,38,Purchased Energy,kg,666.688
737,EMS-000737,20250213,94,Purchased Energy,kg,1318.999
738,EMS-000738,20220505,81,Direct Emissions,kg,369.553
739,EMS-000739,20190215,1,Purchased Energy,kg,601.856
740,EMS-000740,20200628,55,Direct Emissions,kg,1528.651
741,EMS-000741,20230320,86,Purchased Energy,kg,519.116
742,EMS-000742,20210104,50,Purchased Energy,kg,991.236
743,EMS-000743,20210521,82,Purchased Energy,kg,592.32
744,EMS-000744,20220313,13,Direct Emissions,kg,1675.638
745,EMS-000745,20250507,18,Direct Emissions,kg,1830.527
746,EMS-000746,20240813,96,Direct Emissions,kg,2869.654
747,EMS-000747,20200614,6,Transportation,kg,2314.314
748,EMS-000748,20200128,56,Purchased Energy,kg,982.057
749,EMS-000749,20201217,100,Direct Emissions,kg,406.667
750,EMS-000750,20250508,63,Direct Emissions,kg,1063.131
751,EMS-000751,20190201,15,Direct Emissions,kg,999.371
752,EMS-000752,20210506,17,Direct Emissions,kg,1179.783
753,EMS-000753,20190429,77,Direct Emissions,kg,394.033
754,EMS-000754,20201112,15,Direct Emissions,kg,1254.193
755,EMS-000755,20200715,22,Transportation,kg,879.333
756,EMS-000756,20201111,34,Transportation,kg,735.14
757,EMS-000757,20240415,9,Transportation,kg,2241.135
758,EMS-000758,20250309,24,Direct Emissions,kg,1352.221
759,EMS-000759,20220504,73,Direct Emissions,kg,522.888
760,EMS-000760,20240429,74,Purchased Energy,kg,1996.201
761,EMS-000761,20240128,76,Purchased Energy,kg,679.711
762,EMS-000762,20210826,9,Direct Emissions,kg,1386.311
763,EMS-000763,20190702,39,Purchased Energy,kg,783.851
764,EMS-000764,20221120,91,Direct Emissions,kg,1172.257
765,EMS-000765,20230728,73,Direct Emissions,kg,495.283
766,EMS-000766,20240917,86,Direct Emissions,kg,2062.201
767,EMS-000767,20230803,74,Direct Emissions,kg,921.463
768,EMS-000768,20230131,37,Transportation,kg,396.971
769,EMS-000769,20251204,23,Direct Emissions,kg,301.459
770,EMS-000770,20191008,89,Direct Emissions,kg,398.76
771,EMS-000771,20200211,37,Transportation,kg,1330.323
772,EMS-000772,20241029,23,Transportation,kg,1165.875
773,EMS-000773,20221010,53,Direct Emissions,kg,557.882
774,EMS-000774,20220303,80,Transportation,kg,1547.774
775,EMS-000775,20210501,49,Purchased Energy,kg,983.803
776,EMS-000776,20240809,65,Purchased Energy,kg,832.697
777,EMS-000777,20251117,57,Purchased Energy,kg,270.789
778,EMS-000778,20220727,56,Purchased Energy,kg,256.617
779,EMS-000779,20250901,96,Direct Emissions,kg,980.307
780,EMS-000780,20230131,35,Transportation,kg,2175.974
781,EMS-000781,20231218,68,Direct Emissions,kg,653.885
782,EMS-000782,20190812,41,Purchased Energy,kg,204.13
783,EMS-000783,20240904,35,Direct Emissions,kg,494.447
784,EMS-000784,20190727,98,Transportation,kg,430.68
785,EMS-000785,20201216,19,Direct Emissions,kg,630.083
786,EMS-000786,20201025,21,Purchased Energy,kg,265.858
787,EMS-000787,20220529,95,Direct Emissions,kg,469.449
788,EMS-000788,20200809,93,Purchased Energy,kg,455.537
789,EMS-000789,20250401,97,Transportation,kg,985.22
790,EMS-000790,20220611,78,Direct Emissions,kg,456.021
791,EMS-000791,20191105,83,Direct Emissions,kg,756.595
792,EMS-000792,20230508,98,Purchased Energy,kg,263.949
793,EMS-000793,20241107,55,Purchased Energy,kg,315.544
794,EMS-000794,20240614,12,Direct Emissions,kg,704.065
795,EMS-000795,20210917,70,Transportation,kg,525.142
796,EMS-000796,20220605,83,Direct Emissions,kg,972.672
797,EMS-000797,20230425,9,Direct Emissions,kg,569.461
798,EMS-000798,20190628,44,Direct Emissions,kg,1017.253
799,EMS-000799,20230920,45,Direct Emissions,kg,423.914
800,EMS-000800,20190731,62,Purchased Energy,kg,1124.732
801,EMS-000801,20251206,21,Purchased Energy,kg,743.295
802,EMS-000802,20230527,98,Purchased Energy,kg,430.084
803,EMS-000803,20210809,11,Transportation,kg,1573.456
804,EMS-000804,20190920,43,Direct Emissions,kg,1098.268
805,EMS-000805,20191004,33,Purchased Energy,kg,362.076
806,EMS-000806,20220723,1,Transportation,kg,376.891
807,EMS-000807,20240206,26,Direct Emissions,kg,720.855
808,EMS-000808,20230313,67,Purchased Energy,kg,1129.891
809,EMS-000809,20251103,8,Direct Emissions,kg,993.497
810,EMS-000810,20191024,94,Direct Emissions,kg,1177.06
811,EMS-000811,20250101,27,Direct Emissions,kg,687.59
812,EMS-000812,20220528,59,Transportation,kg,1477.956
813,EMS-000813,20231114,75,Direct Emissions,kg,1283.189
814,EMS-000814,20230614,10,Transportation,kg,1211.236
815,EMS-000815,20210517,48,Purchased Energy,kg,836.015
816,EMS-000816,20251111,52,Purchased Energy,kg,949.07
817,EMS-000817,20210706,58,Purchased Energy,kg,677.19
818,EMS-000818,20200311,68,Direct Emissions,kg,599.951
819,EMS-000819,20200702,59,Transportation,kg,1786.971
820,EMS-000820,20240509,62,Purchased Energy,kg,816.082
821,EMS-000821,20250811,2,Direct Emissions,kg,2204.436
822,EMS-000822,20240407,14,Direct Emissions,kg,552.059
