waste_key,waste_id,date_key,location_key,waste_category,disposal_method,unit_of_measure,waste_quantity
466,WST-000466,20211005,28,General,Recycling,kg,543.505
467,WST-000467,20200118,27,Plastic,Landfill,kg,103.275
468,WST-000468,20201217,16,Plastic,Recycling,kg,602.092
469,WST-000469,20250318,20,Metal,Reuse,kg,745.972
470,WST-000470,20220102,60,Chemical,Recycling,kg,908.363
471,WST-000471,20240830,4,Chemical,Landfill,kg,596.316
472,WST-000472,20250508,49,Paper,Recycling,kg,392.36
473,WST-000473,20210930,100,Metal,Landfill,kg,946.328
474,WST-000474,20190112,37,Plastic,Reuse,kg,368.009
475,WST-000475,20251229,23,Chemical,Recycling,kg,213.811
476,WST-000476,20210425,99,Metal,Landfill,kg,835.995
477,WST-000477,20240327,2,Metal,Recycling,kg,176.245
478,WST-000478,20201118,95,Metal,Recycling,kg,61.421
479,WST-000479,20211228,58,General,Recycling,kg,441.254
480,WST-000480,20191211,73,Metal,Landfill,kg,7.022
481,WST-000481,20211125,36,Plastic,Reuse,kg,611.486
482,WST-000482,20201223,79,Metal,Recycling,kg,558.504
483,WST-000483,20210730,83,Metal,Treatment,kg,589.893
484,WST-000484,20220317,33,Metal,Landfill,kg,399.28
485,WST-000485,20240723,78,Chemical,Landfill,kg,473.883
486,WST-000486,20250210,85,General,Treatment,kg,414.17
487,WST-000487,20230112,62,Plastic,Treatment,kg,628.408
488,WST-000488,20211204,80,Paper,Recycling,kg,224.115
489,WST-000489,20220730,73,Paper,Reuse,kg,881.675
490,WST-000490,20190821,45,General,Landfill,kg,447.444
491,WST-000491,20190405,53,General,Reuse,kg,716.45
492,WST-000492,20210829,91,Metal,Landfill,kg,216.077
493,WST-000493,20190926,52,Metal,Reuse,kg,214.218
494,WST-000494,20251115,58,General,Treatment,kg,100.427
495,WST-000495,20230428,63,Paper,Recycling,kg,160.408
496,WST-000496,20200727,76,Plastic,Reuse,kg,851.79
497,WST-000497,20250907,75,Paper,Landfill,kg,363.942
498,WST-000498,20231031,96,Plastic,Treatment,kg,753.53
499,WST-000499,20250628,89,Paper,Treatment,kg,400.393
500,WST-000500,20210326,47,Plastic,Treatment,kg,265.963
501,WST-000501,20231029,61,General,Recycling,kg,767.128
502,WST-000502,20240701,47,Paper,Recycling,kg,67.176
503,WST-000503,20230524,62,Chemical,Landfill,kg,127.588
504,WST-000504,20240418,73,General,Recycling,kg,768.858
505,WST-000505,20251208,7,Chemical,Landfill,kg,644.839
506,WST-000506,20230923,50,Metal,Recycling,kg,565.809
507,WST-000507,20220425,23,General,Treatment,kg,568.384
508,WST-000508,20250718,63,Paper,Treatment,kg,212.346
509,WST-000509,20211008,34,Chemical,Recycling,kg,228.616
510,WST-000510,20250402,23,Metal,Recycling,kg,444.138
511,WST-000511,20200308,60,Metal,Reuse,kg,677.468
512,WST-000512,20230118,94,General,Reuse,kg,113.522
513,WST-000513,20210321,53,Metal,Recycling,kg,77.05
514,WST-000514,20201031,19,Chemical,Treatment,kg,815.791
515,WST-000515,20220426,1,Chemical,Reuse,kg,629.185
516,WST-000516,20211002,44,Plastic,Landfill,kg,809.461
517,WST-000517,20230314,63,Plastic,Treatment,kg,662.71
518,WST-000518,20220321,88,Chemical,Reuse,kg,257.06
519,WST-000519,20251120,78,Plastic,Recycling,kg,647.447
520,WST-000520,20230211,57,General,Landfill,kg,880.758
521,WST-000521,20240326,83,Paper,Reuse,kg,674.465
522,WST-000522,20240925,34,Metal,Landfill,kg,985.258
523,WST-000523,20220411,45,Chemical,Treatment,kg,419.853
524,WST-000524,20200507,43,Chemical,Recycling,kg,190.625
525,WST-000525,20200915,14,Paper,Treatment,kg,347.718
526,WST-000526,20230220,4,Chemical,Treatment,kg,938.699
527,WST-000527,20201117,22,General,Landfill,kg,223.045
528,WST-000528,20230819,14,General,Landfill,kg,823.167
529,WST-000529,20210814,99,Paper,Treatment,kg,414.92
530,WST-000530,20240228,88,General,Landfill,kg,583.56
531,WST-000531,20240913,20,General,Recycling,kg,849.189
532,WST-000532,20200405,64,Chemical,Treatment,kg,567.601
533,WST-000533,20240302,79,Plastic,Recycling,kg,973.302
534,WST-000534,20230424,70,Plastic,Treatment,kg,857.381
535,WST-000535,20191224,93,Paper,Reuse,kg,775.629
536,WST-000536,20240113,44,Plastic,Recycling,kg,796.498
537,WST-000537,20190713,40,Chemical,Recycling,kg,408.349
538,WST-000538,20231211,7,Plastic,Recycling,kg,228.477
539,WST-000539,20190509,62,Plastic,Treatment,kg,319.671
540,WST-000540,20210918,60,Chemical,Recycling,kg,450.377
541,WST-000541,20200217,20,Paper,Reuse,kg,820.836
542,WST-000542,20221213,47,Paper,Landfill,kg,334.347
543,WST-000543,20230225,85,Chemical,Landfill,kg,405.205
544,WST-000544,20211223,21,Plastic,Landfill,kg,188.718
545,WST-000545,20240511,27,Plastic,Treatment,kg,664.946
546,WST-000546,20210119,86,General,Treatment,kg,288.428
547,WST-000547,20190505,1,General,Recycling,kg,226.131
548,WST-000548,20231017,71,General,Recycling,kg,273.389
549,WST-000549,20230418,43,Plastic,Treatment,kg,51.644
550,WST-000550,20230718,48,Paper,Treatment,kg,299.472
551,WST-000551,20190824,29,General,Landfill,kg,360.189
552,WST-000552,20221216,46,Plastic,Treatment,kg,445.415
553,WST-000553,20201118,21,General,Recycling,kg,350.051
554,WST-000554,20240207,6,Paper,Reuse,kg,780.716
555,WST-000555,20200526,85,Paper,Treatment,kg,259.42
556,WST-000556,20190224,30,Plastic,Treatment,kg,624.943
557,WST-000557,20240504,1,General,Treatment,kg,135.157
558,WST-000558,20240210,64,Paper,Reuse,kg,205.857
559,WST-000559,20201118,30,General,Treatment,kg,172.669
560,WST-000560,20210727,13,Plastic,Landfill,kg,959.123
561,WST-000561,20200704,68,Metal,Landfill,kg,615.088
562,WST-000562,20201103,94,Metal,Landfill,kg,31.69
563,WST-000563,20230226,39,Chemical,Treatment,kg,624.391
564,WST-000564,20220403,10,General,Landfill,kg,398.642
565,WST-000565,20230924,34,Paper,Reuse,kg,239.392
566,WST-000566,20200606,54,Metal,Landfill,kg,484.205
567,WST-000567,20220219,56,Metal,Reuse,kg,535.171
568,WST-000568,20220914,80,General,Reuse,kg,354.089
569,WST-000569,20200522,46,Metal,Recycling,kg,629.471
570,WST-000570,20210808,56,Chemical,Treatment,kg,830.638
571,WST-000571,20241203,35,Metal,Treatment,kg,599.406
572,WST-000572,20250929,3,General,Reuse,kg,559.667
573,WST-000573,20200526,3,Paper,Reuse,kg,635.817
574,WST-000574,20230303,7,Metal,Recycling,kg,336.284
575,WST-000575,20230801,62,Plastic,Treatment,kg,821.911
576,WST-000576,20210507,79,Plastic,Reuse,kg,502.816
577,WST-000577,20230128,25,Plastic,Treatment,kg,798.894
578,WST-000578,20230621,84,Metal,Treatment,kg,590.031
579,WST-000579,20240110,59,General,Recycling,kg,366.234
580,WST-000580,20240111,70,Paper,Reuse,kg,471.764
581,WST-000581,20220711,67,Paper,Recycling,kg,272.431
582,WST-000582,20190828,22,Plastic,Treatment,kg,726.434
583,WST-000583,20200818,78,Plastic,Recycling,kg,531.92
584,WST-000584,20191106,8,Plastic,Recycling,kg,382.345
585,WST-000585,20190129,40,General,Recycling,kg,811.353
586,WST-000586,20220316,30,Plastic,Recycling,kg,239.621
587,WST-000587,20251228,48,General,Landfill,kg,495.969
588,WST-000588,20231210,5,General,Recycling,kg,632.64
589,WST-000589,20220810,60,Metal,Reuse,kg,606.892
590,WST-000590,20200918,79,Plastic,Treatment,kg,383.695
591,WST-000591,20230728,26,General,Recycling,kg,581.837
592,WST-000592,20240807,18,General,Treatment,kg,205.654
593,WST-000593,20250902,76,Plastic,Landfill,kg,821.084
594,WST-000594,20220713,42,Metal,Recycling,kg,925.393
595,WST-000595,20231102,79,Metal,Treatment,kg,260.151
596,WST-000596,20240626,28,Chemical,Landfill,kg,506.232
597,WST-000597,20250505,64,Metal,Landfill,kg,228.791
598,WST-000598,20200707,99,General,Treatment,kg,569.003
599,WST-000599,20230511,18,Chemical,Reuse,kg,649.746
600,WST-000600,20200912,93,Metal,Treatment,kg,702.836
601,WST-000601,20220119,33,General,Recycling,kg,763.486
602,WST-000602,20191005,26,Chemical,Landfill,kg,540.813
603,WST-000603,20211012,47,Plastic,Recycling,kg,707.685
604,WST-000604,20250105,100,Paper,Landfill,kg,76.986
605,WST-000605,20221016,88,Plastic,Recycling,kg,277.181
606,WST-000606,20250411,25,Metal,Landfill,kg,400.634
607,WST-000607,20220427,65,Paper,Treatment,kg,524.238
608,WST-000608,20240721,68,Plastic,Reuse,kg,179.986
609,WST-000609,20210830,94,Plastic,Recycling,kg,120.403
610,WST-000610,20210518,38,Paper,Recycling,kg,89.771
611,WST-000611,20230424,8,Paper,Recycling,kg,475.779
612,WST-000612,20220123,3,General,Recycling,kg,958.317
613,WST-000613,20250621,39,Metal,Treatment,kg,271.248
614,WST-000614,20240810,83,General,Treatment,kg,297.976
615,WST-000615,20220429,95,General,Recycling,kg,584.229
616,WST-000616,20240205,19,Metal,Reuse,kg,385.025
617,WST-000617,20250930,40,Chemical,Reuse,kg,212.957
618,WST-000618,20221011,55,Plastic,Landfill,kg,147.11
619,WST-000619,20201026,80,General,Treatment,kg,441.579
620,WST-000620,20191222,19,Chemical,Reuse,kg,149.252
621,WST-000621,20211105,82,Plastic,Landfill,kg,175.953
622,WST-000622,20191229,56,Plastic,Recycling,kg,9.1
623,WST-000623,20210601,7,Chemical,Reuse,kg,183.521
624,WST-000624,20250404,95,General,Treatment,kg,992.557
625,WST-000625,20200615,95,Plastic,Recycling,kg,761.567
626,WST-000626,20250517,83,Chemical,Reuse,kg,538.634
627,WST-000627,20220901,14,Chemical,Landfill,kg,440.066
628,WST-000628,20230810,52,Paper,Reuse,kg,152.88
629,WST-000629,20220810,37,Chemical,Recycling,kg,733.23
630,WST-000630,20210127,32,General,Recycling,kg,885.883
631,WST-000631,20210108,69,Plastic,Recycling,kg,458.723
632,WST-000632,20231203,10,Metal,Landfill,kg,528.7
633,WST-000633,20250322,76,Plastic,Landfill,kg,273.623
634,WST-000634,20200804,69,Paper,Landfill,kg,407.079
635,WST-000635,20240102,98,Chemical,Recycling,kg,773.151
636,WST-000636,20251215,55,General,Landfill,kg,973.448
637,WST-000637,20250629,80,Paper,Reuse,kg,531.067
638,WST-000638,20230501,23,Paper,Treatment,kg,933.12
639,WST-000639,20190711,10,Plastic,Reuse,kg,169.787
640,WST-000640,20200403,47,Metal,Recycling,kg,547.639
641,WST-000641,20250803,33,Metal,Landfill,kg,745.351
642,WST-000642,20220316,81,Plastic,Recycling,kg,182.049
643,WST-000643,20240823,80,Metal,Treatment,kg,316.413
644,WST-000644,20200707,64,General,Treatment,kg,604.199
645,WST-000645,20240212,94,Chemical,Reuse,kg,515.519
646,WST-000646,20240316,70,Chemical,Recycling,kg,460.001
647,WST-000647,20240815,19,Chemical,Treatment,kg,27.402
648,WST-000648,20220331,65,Metal,Reuse,kg,346.582
649,WST-000649,20190521,64,Metal,Landfill,kg,784.657
650,WST-000650,20250210,11,Plastic,Treatment,kg,463.038
651,WST-000651,20240103,12,Plastic,Landfill,kg,879.254
652,WST-000652,20220626,7,General,Recycling,kg,514.16
653,WST-000653,20220711,53,Chemical,Recycling,kg,203.999
654,WST-000654,20210705,38,Paper,Reuse,kg,233.053
655,WST-000655,20210624,100,Metal,Treatment,kg,279.432
656,WST-000656,20191202,56,General,Reuse,kg,280.36
657,WST-000657,20220419,93,Plastic,Treatment,kg,53.026
658,WST-000658,20240804,20,Metal,Recycling,kg,953.348
659,WST-000659,20200618,29,Paper,Landfill,kg,548.215
660,WST-000660,20251003,45,Chemical,Recycling,kg,624.005
661,WST-000661,20220502,55,Plastic,Reuse,kg,775.057
662,WST-000662,20240221,86,Plastic,Reuse,kg,155.003
663,WST-000663,20210627,90,Plastic,Landfill,kg,617.802
664,WST-000664,20250715,22,Chemical,Treatment,kg,980.945
665,WST-000665,20250306,44,Metal,Landfill,kg,171.645
666,WST-000666,20240817,22,General,Landfill,kg,185.927
667,WST-000667,20210415,93,General,Landfill,kg,195.372
668,WST-000668,20190709,22,Metal,Recycling,kg,644.487
669,WST-000669,20220721,78,Paper,Reuse,kg,951.274
670,WST-000670,20211114,95,General,Reuse,kg,250.455
671,WST-000671,20210122,74,Plastic,Recycling,kg,109.16
672,WST-000672,20240922,67,General,Treatment,kg,646.814
673,WST-000673,20210615,99,Metal,Treatment,kg,182.628
674,WST-000674,20190323,76,Chemical,Landfill,kg,537.933
675,WST-000675,20191223,51,Plastic,Reuse,kg,260.726
676,WST-000676,20230211,55,Plastic,Treatment,kg,314.459
677,WST-000677,20240418,84,Chemical,Recycling,kg,41.643
678,WST-000678,20251025,72,General,Recycling,kg,511.483
679,WST-000679,20220724,11,Plastic,Reuse,kg,697.738
680,WST-000680,20190611,46,Plastic,Recycling,kg,160.394
681,WST-000681,20241006,97,Paper,Recycling,kg,13.135
682,WST-000682,20230828,3,Metal,Treatment,kg,820.503
683,WST-000683,20191008,61,General,Reuse,kg,853.603
684,WST-000684,20190507,29,Metal,Treatment,kg,485.686
685,WST-000685,20221229,21,Paper,Landfill,kg,64.543
686,WST-000686,20230714,12,Paper,Recycling,kg,56.531
687,WST-000687,20240226,87,General,Reuse,kg,420.467
688,WST-000688,20210625,44,Paper,Recycling,kg,254.275
689,WST-000689,20210705,66,Paper,Reuse,kg,306.754
690,WST-000690,20240416,4,Metal,Recycling,kg,292.567
691,WST-000691,20240408,90,Plastic,Reuse,kg,305.15
692,WST-000692,20240901,15,Chemical,Reuse,kg,207.348
693,WST-000693,20221214,98,General,Treatment,kg,200.86
694,WST-000694,20221226,60,General,Treatment,kg,695.079
695,WST-000695,20200716,50,Plastic,Reuse,kg,572.581
696,WST-000696,20210607,76,Chemical,Treatment,kg,985.893
697,WST-000697,20190327,86,Chemical,Reuse,kg,98.424
698,WST-000698,20220708,3,Plastic,Treatment,kg,839.642
699,WST-000699,20220408,26,General,Reuse,kg,980.445
700,WST-000700,20230927,27,Metal,Recycling,kg,402.658
701,WST-000701,20251028,11,General,Reuse,kg,70.711
702,WST-000702,20241012,42,Paper,Treatment,kg,522.907
703,WST-000703,20240531,85,Chemical,Recycling,kg,102.248
704,WST-000704,20231022,15,Metal,Treatment,kg,640.351
705,WST-000705,20211124,65,Paper,Landfill,kg,182.511
706,WST-000706,20250915,45,Paper,Reuse,kg,833.228
707,WST-000707,20220805,39,Chemical,Treatment,kg,629.398
708,WST-000708,20190704,84,Metal,Recycling,kg,871.813
709,WST-000709,20201209,96,Paper,Reuse,kg,675.904
710,WST-000710,20240611,99,General,Recycling,kg,108.444
711,WST-000711,20190523,47,Paper,Reuse,kg,833.561
712,WST-000712,20230422,62,Paper,Recycling,kg,89.586
713,WST-000713,20250916,36,Metal,Reuse,kg,961.066
714,WST-000714,20210625,25,Paper,Treatment,kg,466.207
715,WST-000715,20211013,27,General,Treatment,kg,85.976
716,WST-000716,20230117,14,Plastic,Recycling,kg,554.628
717,WST-000717,20200530,18,Metal,Treatment,kg,796.521
718,WST-000718,20190807,40,General,Treatment,kg,551.456
719,WST-000719,20220524,3,Chemical,Recycling,kg,65.377
720,WST-000720,20220723,65,Plastic,Recycling,kg,498.754
721,WST-000721,20250521,91,Paper,Treatment,kg,911.206
722,WST-000722,20210301,2,General,Landfill,kg,521.161
723,WST-000723,20231110,65,Chemical,Landfill,kg,207.91
724,WST-000724,20211009,7,Plastic,Landfill,kg,404.711
725,WST-000725,20250810,24,Chemical,Landfill,kg,587.954
726,WST-000726,20240129,98,Chemical,Landfill,kg,588.193
727,WST-000727,20241220,16,General,Landfill,kg,126.48
728,WST-000728,20240815,62,General,Landfill,kg,495.72
729,WST-000729,20230715,68,Metal,Landfill,kg,349.712
730,WST-000730,20191121,8,Chemical,Landfill,kg,120.243
731,WST-000731,20231114,15,Metal,Reuse,kg,284.018
732,WST-000732,20240610,4,Paper,Landfill,kg,512.065
733,WST-000733,20200727,20,General,Landfill,kg,987.698
734,WST-000734,20221122,91,Metal,Landfill,kg,976.072
735,WST-000735,20191231,70,Chemical,Landfill,kg,105.523
736,WST-000736,20250120,29,Chemical,Treatment,kg,817.228
737,WST-000737,20250806,33,General,Treatment,kg,912.35
738,WST-000738,20250523,43,Chemical,Reuse,kg,348.806
739,WST-000739,20251113,38,Chemical,Landfill,kg,584.326
740,WST-000740,20200418,57,General,Recycling,kg,721.934
741,WST-000741,20200527,35,Plastic,Landfill,kg,293.982
742,WST-000742,20250911,16,Paper,Treatment,kg,364.941
743,WST-000743,20220606,92,Metal,Landfill,kg,249.924
744,WST-000744,20210101,60,Plastic,Recycling,kg,389.858
745,WST-000745,20190512,43,Chemical,Recycling,kg,793.592
746,WST-000746,20240705,86,Chemical,Recycling,kg,632.413
747,WST-000747,20230113,94,General,Treatment,kg,935.414
748,WST-000748,20240301,70,Chemical,Landfill,kg,560.767
749,WST-000749,20240805,80,Plastic,Landfill,kg,305.939
750,WST-000750,20191103,60,Metal,Treatment,kg,300.719
751,WST-000751,20220727,11,General,Treatment,kg,384.206
752,WST-000752,20200109,90,Plastic,Reuse,kg,306.276
753,WST-000753,20200604,68,Chemical,Treatment,kg,342.568
754,WST-000754,20190215,84,Metal,Reuse,kg,379.732
755,WST-000755,20190407,57,Paper,Treatment,kg,660.358
756,WST-000756,20201011,37,Chemical,Treatment,kg,297.165
757,WST-000757,20230503,23,Paper,Recycling,kg,491.427
758,WST-000758,20200429,3,Plastic,Landfill,kg,346.874
759,WST-000759,20201011,15,General,Reuse,kg,43.473
760,WST-000760,20190917,33,Plastic,Landfill,kg,75.694
761,WST-000761,20241024,91,Metal,Treatment,kg,231.468
762,WST-000762,20230727,72,Chemical,Landfill,kg,411.335
763,WST-000763,20201105,79,Plastic,Landfill,kg,319.557
764,WST-000764,20210725,6,Plastic,Recycling,kg,187.1
765,WST-000765,20240601,86,Plastic,Reuse,kg,648.903
766,WST-000766,20241209,78,Chemical,Landfill,kg,875.342
767,WST-000767,20230319,80,General,Reuse,kg,488.598
768,WST-000768,20250726,71,Plastic,Landfill,kg,467.679
769,WST-000769,20200101,4,Plastic,Reuse,kg,529.455
770,WST-000770,20201202,27,Plastic,Reuse,kg,976.447
771,WST-000771,20210607,34,Metal,Landfill,kg,91.887
772,WST-000772,20210603,78,General,Recycling,kg,879.675
773,WST-000773,20200126,72,Plastic,Treatment,kg,491.259
774,WST-000774,20251120,85,Chemical,Treatment,kg,492.237
775,WST-000775,20250918,57,Paper,Recycling,kg,617.652
776,WST-000776,20201121,8,Metal,Reuse,kg,100.754
777,WST-000777,20250331,51,Plastic,Treatment,kg,513.295
778,WST-000778,20240902,20,General,Landfill,kg,444.832
779,WST-000779,20220913,43,Paper,Treatment,kg,298.661
780,WST-000780,20240405,51,Chemical,Landfill,kg,9.463
781,WST-000781,20250215,70,General,Landfill,kg,533.245
782,WST-000782,20241205,93,Metal,Treatment,kg,916.678
783,WST-000783,20230924,12,Paper,Recycling,kg,665.602
784,WST-000784,20250626,86,General,Reuse,kg,871.718
785,WST-000785,20231214,88,Paper,Landfill,kg,217.648
786,WST-000786,20220918,42,Paper,Recycling,kg,573.227
787,WST-000787,20220418,61,Metal,Treatment,kg,698.1
788,WST-000788,20250115,87,Paper,Landfill,kg,800.661
789,WST-000789,20220521,62,General,Treatment,kg,89.629
790,WST-000790,20230731,38,General,Treatment,kg,733.328
791,WST-000791,20251201,2,Chemical,Recycling,kg,135.257
792,WST-000792,20190103,85,Chemical,Recycling,kg,761.501
793,WST-000793,20250507,28,Chemical,Treatment,kg,630.695
794,WST-000794,20240113,36,Metal,Reuse,kg,652.887
795,WST-000795,20230105,79,Plastic,Recycling,kg,507.087
796,WST-000796,20220223,79,Plastic,Landfill,kg,219.121
797,WST-000797,20210429,16,Plastic,Recycling,kg,416.868
798,WST-000798,20250710,48,General,Landfill,kg,843.889
799,WST-000799,20191013,48,Paper,Treatment,kg,774.328
800,WST-000800,20220128,10,Paper,Recycling,kg,700.769
801,WST-000801,20200723,24,General,Treatment,kg,817.821
802,WST-000802,20240221,10,Plastic,Reuse,kg,341.564
803,WST-000803,20190227,66,Paper,Recycling,kg,101.586
804,WST-000804,20250712,67,Chemical,Reuse,kg,795.293
805,WST-000805,20200102,68,Paper,Landfill,kg,249.086
806,WST-000806,20220821,82,Plastic,Landfill,kg,532.134
807,WST-000807,20220126,49,Paper,Landfill,kg,794.166
808,WST-000808,20210524,67,Paper,Landfill,kg,926.873
809,WST-000809,20250714,57,Chemical,Reuse,kg,668.026
810,WST-000810,20210406,27,General,Recycling,kg,455.131
811,WST-000811,20200101,73,General,Treatment,kg,937.875
812,WST-000812,20230912,9,Chemical,Reuse,kg,283.497
813,WST-000813,20240531,76,Paper,Recycling,kg,356.132
814,WST-000814,20240612,24,Metal,Landfill,kg,254.137
815,WST-000815,20200902,41,Metal,Reuse,kg,706.419
816,WST-000816,20251201,1,Metal,Recycling,kg,448.374
817,WST-000817,20200508,81,General,Treatment,kg,574.977
818,WST-000818,20210704,49,Plastic,Reuse,kg,753.054
819,WST-000819,20191130,3,Paper,Landfill,kg,546.149
820,WST-000820,20201119,28,General,Recycling,kg,444.506
821,WST-000821,20190928,42,General,Treatment,kg,12.513
822,WST-000822,20210105,80,General,Landfill,kg,22.136
823,WST-000823,20190318,51,Paper,Landfill,kg,249.514
824,WST-000824,20250315,4,Paper,Recycling,kg,337.5
825,WST-000825,20250603,86,Metal,Landfill,kg,313.606
826,WST-000826,20240312,5,Chemical,Landfill,kg,410.574
827,WST-000827,20210425,19,Metal,Landfill,kg,458.358
828,WST-000828,20210714,77,Paper,Treatment,kg,598.195
829,WST-000829,20200527,35,Metal,Reuse,kg,447.033
830,WST-000830,20200724,5,Plastic,Reuse,kg,468.134
831,WST-000831,20240510,40,General,Recycling,kg,513.043
832,WST-000832,20230627,23,Plastic,Treatment,kg,889.149
833,WST-000833,20200628,75,Paper,Recycling,kg,789.659
834,WST-000834,20211105,65,Plastic,Landfill,kg,198.084
835,WST-000835,20220203,74,Plastic,Landfill,kg,296.501
836,WST-000836,20190905,45,General,Landfill,kg,322.935
837,WST-000837,20250624,2,Paper,Treatment,kg,666.539
838,WST-000838,20190221,61,Paper,Landfill,kg,231.411
