emissions_key,emissions_id,date_key,location_key,emissions_category,co2_emissions
520,EMS-000520,20230927,43,Transportation,1743.758
521,EMS-000521,20241024,29,Transportation,4252.114
522,EMS-000522,20210909,8,Purchased Energy,456.683
523,EMS-000523,20190323,22,Purchased Energy,3990.943
524,EMS-000524,20210729,82,Direct Emissions,2033.277
525,EMS-000525,20211223,40,Purchased Energy,2092.921
526,EMS-000526,20240121,99,Transportation,543.036
527,EMS-000527,20190812,36,Direct Emissions,312.817
528,EMS-000528,20221112,32,Direct Emissions,1393.918
529,EMS-000529,20231120,46,Direct Emissions,4183.714
530,EMS-000530,20220106,71,Transportation,4510.675
531,EMS-000531,20240814,94,Purchased Energy,3202.379
532,EMS-000532,20201122,67,Transportation,4177.716
533,EMS-000533,20200606,100,Direct Emissions,3435.234
534,EMS-000534,20201005,81,Purchased Energy,4257.422
535,EMS-000535,20220804,96,Transportation,4829.27
536,EMS-000536,20200214,12,Direct Emissions,2940.573
537,EMS-000537,20201009,89,Transportation,2350.756
538,EMS-000538,20220201,45,Purchased Energy,4458.694
539,EMS-000539,20240701,16,Purchased Energy,4551.727
540,EMS-000540,20211226,24,Purchased Energy,3454.131
541,EMS-000541,20200720,79,Direct Emissions,242.933
542,EMS-000542,20210608,22,Direct Emissions,508.785
543,EMS-000543,20250129,96,Purchased Energy,929.106
544,EMS-000544,20210616,82,Purchased Energy,4845.544
545,EMS-000545,20251210,93,Transportation,3875.291
546,EMS-000546,20211113,3,Direct Emissions,4801.46
547,EMS-000547,20250314,2,Direct Emissions,40.232
548,EMS-000548,20231115,3,Purchased Energy,808.923
549,EMS-000549,20210411,93,Direct Emissions,4741.887
550,EMS-000550,20190120,60,Purchased Energy,2804.093
551,EMS-000551,20241118,52,Direct Emissions,2812.07
552,EMS-000552,20230214,20,Transportation,204.985
553,EMS-000553,20240814,37,Purchased Energy,1494.109
554,EMS-000554,20240713,91,Direct Emissions,644.404
555,EMS-000555,20231214,72,Direct Emissions,283.901
556,EMS-000556,20250519,61,Direct Emissions,1083.082
557,EMS-000557,20230821,40,Purchased Energy,2486.764
558,EMS-000558,20190120,59,Purchased Energy,2621.846
559,EMS-000559,20251220,78,Purchased Energy,3315.239
560,EMS-000560,20250927,14,Purchased Energy,370.493
561,EMS-000561,20230813,17,Purchased Energy,4390.949
562,EMS-000562,20230226,21,Purchased Energy,2010.792
563,EMS-000563,20211006,32,Direct Emissions,4937.017
564,EMS-000564,20211025,3,Transportation,2169.798
565,EMS-000565,20230319,76,Transportation,908.255
566,EMS-000566,20190510,44,Purchased Energy,3233.663
567,EMS-000567,20230724,94,Transportation,3181.837
568,EMS-000568,20251009,7,Transportation,4504.077
569,EMS-000569,20210307,72,Purchased Energy,816.374
570,EMS-000570,20220521,25,Transportation,905.795
571,EMS-000571,20190304,64,Transportation,3563.01
572,EMS-000572,20220306,12,Transportation,4761.185
573,EMS-000573,20190818,5,Direct Emissions,2107.806
574,EMS-000574,20190821,24,Direct Emissions,4663.444
575,EMS-000575,20220829,11,Transportation,3761.265
576,EMS-000576,20241226,93,Purchased Energy,4598.315
577,EMS-000577,20250828,97,Purchased Energy,110.971
578,EMS-000578,20191201,87,Direct Emissions,4986.814
579,EMS-000579,20210705,62,Direct Emissions,2838.11
580,EMS-000580,20250619,99,Transportation,3009.034
581,EMS-000581,20240107,5,Direct Emissions,2291.101
582,EMS-000582,20220506,73,Transportation,4796.434
583,EMS-000583,20241121,32,Transportation,1179.086
584,EMS-000584,20200605,52,Direct Emissions,2834.48
585,EMS-000585,20210205,7,Purchased Energy,3753.331
586,EMS-000586,20200108,72,Transportation,1785.724
587,EMS-000587,20190523,24,Transportation,2536.417
588,EMS-000588,20230919,52,Direct Emissions,4837.451
589,EMS-000589,20230916,84,Direct Emissions,3339.247
590,EMS-000590,20220919,28,Purchased Energy,2590.116
591,EMS-000591,20230720,74,Direct Emissions,4523.834
592,EMS-000592,20210113,95,Purchased Energy,238.962
593,EMS-000593,20190619,35,Direct Emissions,1260.209
594,EMS-000594,20230817,84,Purchased Energy,1146.031
595,EMS-000595,20200425,99,Transportation,727.624
596,EMS-000596,20210904,32,Purchased Energy,2138.649
597,EMS-000597,20240209,73,Direct Emissions,3290.462
598,EMS-000598,20230328,38,Direct Emissions,2189.221
599,EMS-000599,20201124,59,Purchased Energy,4348.349
600,EMS-000600,20190828,23,Transportation,4463.731
601,EMS-000601,20211006,67,Purchased Energy,1415.988
602,EMS-000602,20220621,7,Purchased Energy,128.51
603,EMS-000603,20201005,37,Purchased Energy,3622.554
604,EMS-000604,20240829,12,Direct Emissions,3205.152
605,EMS-000605,20200207,8,Purchased Energy,4114.156
606,EMS-000606,20190918,65,Direct Emissions,4672.159
607,EMS-000607,20221222,51,Transportation,1098.25
608,EMS-000608,20210513,26,Purchased Energy,1468.284
609,EMS-000609,20210204,49,Purchased Energy,149.125
610,EMS-000610,20190623,48,Direct Emissions,541.581
611,EMS-000611,20210510,89,Transportation,2312.1
612,EMS-000612,20201213,64,Direct Emissions,1640.771
613,EMS-000613,20230909,86,Direct Emissions,691.525
614,EMS-000614,20230513,55,Purchased Energy,1505.167
615,EMS-000615,20230105,8,Purchased Energy,4379.422
616,EMS-000616,20240209,31,Direct Emissions,2791.33
617,EMS-000617,20250430,44,Direct Emissions,463.33
618,EMS-000618,20230204,68,Direct Emissions,1629.335
619,EMS-000619,20201223,29,Purchased Energy,1280.403
620,EMS-000620,20220822,61,Direct Emissions,460.491
621,EMS-000621,20201105,84,Direct Emissions,1282.16
622,EMS-000622,20240702,96,Purchased Energy,4437.063
623,EMS-000623,20200503,82,Purchased Energy,4244.761
624,EMS-000624,20241125,14,Purchased Energy,3619.673
625,EMS-000625,20240624,92,Direct Emissions,185.245
626,EMS-000626,20250407,58,Transportation,2782.742
627,EMS-000627,20190911,18,Purchased Energy,1493.636
628,EMS-000628,20241225,11,Transportation,3117.418
629,EMS-000629,20230518,29,Purchased Energy,3235.226
630,EMS-000630,20240426,84,Direct Emissions,3752.389
631,EMS-000631,20200723,90,Purchased Energy,577.698
632,EMS-000632,20211130,13,Direct Emissions,3818.198
633,EMS-000633,20250827,31,Purchased Energy,4549.391
634,EMS-000634,20211107,41,Purchased Energy,2877.118
635,EMS-000635,20190109,14,Purchased Energy,3350.243
636,EMS-000636,20220922,11,Direct Emissions,313.684
637,EMS-000637,20250327,16,Direct Emissions,3132.341
638,EMS-000638,20200720,81,Purchased Energy,947.38
639,EMS-000639,20190906,28,Transportation,3904.442
640,EMS-000640,20220731,84,Purchased Energy,4051.443
641,EMS-000641,20250605,40,Direct Emissions,1658.491
642,EMS-000642,20241014,63,Transportation,3370.852
643,EMS-000643,20201115,40,Direct Emissions,1571.785
644,EMS-000644,20200729,60,Purchased Energy,3062.46
645,EMS-000645,20250320,17,Direct Emissions,1561.679
646,EMS-000646,20210625,8,Transportation,1462.236
647,EMS-000647,20241103,98,Purchased Energy,4876.615
648,EMS-000648,20241118,33,Transportation,2820.919
649,EMS-000649,20221208,38,Transportation,2232.34
650,EMS-000650,20230106,64,Direct Emissions,3383.204
651,EMS-000651,20250110,17,Purchased Energy,1835.604
652,EMS-000652,20211210,38,Transportation,161.003
653,EMS-000653,20250615,13,Direct Emissions,2437.395
654,EMS-000654,20230902,18,Transportation,3735.075
655,EMS-000655,20211230,8,Purchased Energy,4146.394
656,EMS-000656,20220618,39,Purchased Energy,2230.554
657,EMS-000657,20230313,16,Direct Emissions,3253.637
658,EMS-000658,20220928,85,Transportation,3258.598
659,EMS-000659,20210611,47,Purchased Energy,837.465
660,EMS-000660,20250328,9,Transportation,3371.672
661,EMS-000661,20250418,7,Transportation,3708.203
662,EMS-000662,20250818,23,Purchased Energy,2186.918
663,EMS-000663,20240320,47,Transportation,4148.908
664,EMS-000664,20191128,16,Direct Emissions,42.874
665,EMS-000665,20220625,8,Purchased Energy,1839.129
666,EMS-000666,20190317,25,Purchased Energy,1926.56
667,EMS-000667,20230120,47,Purchased Energy,4319.465
668,EMS-000668,20200427,5,Purchased Energy,770.907
669,EMS-000669,20250502,39,Transportation,2473.783
670,EMS-000670,20220110,48,Transportation,1864.059
671,EMS-000671,20191118,31,Purchased Energy,538.872
672,EMS-000672,20250818,44,Purchased Energy,4104.392
673,EMS-000673,20190721,72,Transportation,627.539
674,EMS-000674,20230314,61,Transportation,3743.07
675,EMS-000675,20240819,55,Direct Emissions,381.798
676,EMS-000676,20211011,26,Direct Emissions,1628.596
677,EMS-000677,20190714,51,Purchased Energy,2465.837
678,EMS-000678,20230920,22,Purchased Energy,4139.614
679,EMS-000679,20210106,87,Transportation,3737.475
680,EMS-000680,20231130,54,Purchased Energy,1467.638
681,EMS-000681,20230707,40,Purchased Energy,1365.442
682,EMS-000682,20220728,89,Purchased Energy,4801.367
683,EMS-000683,20230609,95,Purchased Energy,3666.21
684,EMS-000684,20220922,6,Direct Emissions,1683.158
685,EMS-000685,20240113,12,Purchased Energy,504.386
686,EMS-000686,20240225,67,Transportation,811.521
687,EMS-000687,20201009,12,Purchased Energy,1223.47
688,EMS-000688,20210126,73,Transportation,2996.155
689,EMS-000689,20190710,78,Direct Emissions,46.965
690,EMS-000690,20220710,2,Transportation,26.699
691,EMS-000691,20200602,44,Direct Emissions,1539.239
692,EMS-000692,20210526,89,Transportation,1597.616
693,EMS-000693,20220306,68,Purchased Energy,1270.822
694,EMS-000694,20190115,92,Transportation,3420.752
695,EMS-000695,20190405,19,Transportation,1955.293
696,EMS-000696,20200811,17,Direct Emissions,1029.226
697,EMS-000697,20210317,33,Transportation,2131.653
698,EMS-000698,20210919,58,Purchased Energy,3066.047
699,EMS-000699,20200111,58,Direct Emissions,3192.095
700,EMS-000700,20200305,99,Transportation,406.341
701,EMS-000701,20210818,29,Transportation,2434.095
702,EMS-000702,20240526,67,Transportation,157.96
703,EMS-000703,20250504,95,Purchased Energy,4671.938
704,EMS-000704,20200717,98,Purchased Energy,3224.016
705,EMS-000705,20230525,33,Purchased Energy,1030.722
706,EMS-000706,20190908,15,Transportation,2091.517
707,EMS-000707,20200217,83,Purchased Energy,1429.132
708,EMS-000708,20200317,1,Purchased Energy,4026.681
709,EMS-000709,20220819,69,Transportation,4854.498
710,EMS-000710,20221124,72,Direct Emissions,4481.709
711,EMS-000711,20191129,50,Transportation,3113.855
712,EMS-000712,20220609,87,Purchased Energy,333.142
713,EMS-000713,20190214,89,Direct Emissions,3067.754
714,EMS-000714,20200228,36,Transportation,908.581
715,EMS-000715,20220908,53,Direct Emissions,436.76
716,EMS-000716,20230306,28,Transportation,2226.792
717,EMS-000717,20250612,53,Purchased Energy,2330.802
718,EMS-000718,20211008,53,Direct Emissions,3687.109
719,EMS-000719,20221204,25,Purchased Energy,369.877
720,EMS-000720,20241230,96,Direct Emissions,2382.692
721,EMS-000721,20190527,66,Purchased Energy,532.501
722,EMS-000722,20200814,19,Transportation,3763.962
723,EMS-000723,20220304,59,Direct Emissions,2172.871
724,EMS-000724,20200620,55,Purchased Energy,2908.253
725,EMS-000725,20240702,5,Purchased Energy,1276.519
726,EMS-000726,20220524,11,Direct Emissions,1374.062
727,EMS-000727,20240117,26,Transportation,2266.484
728,EMS-000728,20251126,15,Purchased Energy,2782.38
729,EMS-000729,20251101,90,Transportation,1664.207
730,EMS-000730,20231006,44,Purchased Energy,1770.028
731,EMS-000731,20210113,66,Purchased Energy,532.126
732,EMS-000732,20240227,36,Transportation,3193.452
733,EMS-000733,20220813,27,Direct Emissions,1795.881
734,EMS-000734,20190326,83,Direct Emissions,3911.262
735,EMS-000735,20200804,25,Purchased Energy,2929.337
736,EMS-000736,20220122,1,Purchased Energy,670.201
737,EMS-000737,20220420,64,Direct Emissions,4672.12
738,EMS-000738,20211003,89,Transportation,875.01
739,EMS-000739,20220620,53,Transportation,1833.061
740,EMS-000740,20201209,43,Purchased Energy,529.874
741,EMS-000741,20220409,38,Purchased Energy,4754.126
742,EMS-000742,20191108,12,Purchased Energy,2322.186
743,EMS-000743,20231030,4,Transportation,351.18
744,EMS-000744,20230421,14,Direct Emissions,3214.583
745,EMS-000745,20230203,97,Transportation,621.894
746,EMS-000746,20251118,14,Purchased Energy,3928.38
747,EMS-000747,20210327,78,Purchased Energy,1423.452
748,EMS-000748,20240815,80,Transportation,591.085
749,EMS-000749,20250408,6,Transportation,988.747
750,EMS-000750,20231104,45,Purchased Energy,1161.211
751,EMS-000751,20230529,45,Transportation,2069.422
752,EMS-000752,20231015,95,Transportation,3413.97
753,EMS-000753,20230327,3,Direct Emissions,2913.919
754,EMS-000754,20191123,16,Purchased Energy,2387.853
755,EMS-000755,20190626,42,Purchased Energy,4891.105
756,EMS-000756,20210117,87,Purchased Energy,4995.728
757,EMS-000757,20250824,7,Transportation,2471.817
758,EMS-000758,20250909,94,Direct Emissions,4835.041
759,EMS-000759,20240409,16,Direct Emissions,3021.536
760,EMS-000760,20210909,7,Direct Emissions,382.243
761,EMS-000761,20230715,75,Purchased Energy,2807.971
762,EMS-000762,20250401,59,Purchased Energy,2481.242
763,EMS-000763,20210407,93,Transportation,1764.588
764,EMS-000764,20240724,28,Direct Emissions,3497.719
765,EMS-000765,20190717,1,Direct Emissions,305.367
766,EMS-000766,20251031,45,Transportation,3210.792
767,EMS-000767,20250502,23,Purchased Energy,510.274
768,EMS-000768,20230522,66,Direct Emissions,3336.168
769,EMS-000769,20230911,60,Direct Emissions,1199.765
770,EMS-000770,20220305,28,Purchased Energy,2743.908
771,EMS-000771,20190410,63,Purchased Energy,1436.256
772,EMS-000772,20220512,6,Transportation,1499.332
773,EMS-000773,20200928,29,Direct Emissions,2962.837
774,EMS-000774,20240422,41,Direct Emissions,1589.736
775,EMS-000775,20190606,55,Direct Emissions,4983.783
776,EMS-000776,20230905,65,Direct Emissions,830.335
777,EMS-000777,20200905,67,Purchased Energy,3377.418
778,EMS-000778,20240830,26,Purchased Energy,2106.742
779,EMS-000779,20210621,34,Direct Emissions,2733.408
780,EMS-000780,20240217,49,Purchased Energy,2222.489
781,EMS-000781,20241029,42,Direct Emissions,4489.962
782,EMS-000782,20240513,85,Transportation,1674.157
783,EMS-000783,20210615,51,Transportation,4161.319
784,EMS-000784,20210605,92,Direct Emissions,2738.961
785,EMS-000785,20220129,95,Purchased Energy,4896.723
786,EMS-000786,20200323,73,Purchased Energy,1880.026
787,EMS-000787,20200128,52,Transportation,21.316
788,EMS-000788,20250629,45,Direct Emissions,2714.164
789,EMS-000789,20210228,93,Transportation,2900.355
790,EMS-000790,20221102,86,Direct Emissions,2621.932
791,EMS-000791,20211216,81,Transportation,3086.803
792,EMS-000792,20220116,44,Transportation,1086.738
793,EMS-000793,20200614,90,Direct Emissions,3853.693
794,EMS-000794,20230412,15,Purchased Energy,4237.693
795,EMS-000795,20190101,50,Transportation,3623.021
796,EMS-000796,20211114,62,Purchased Energy,3669.995
797,EMS-000797,20250723,73,Purchased Energy,4479.554
798,EMS-000798,20220126,80,Transportation,79.411
799,EMS-000799,20220925,19,Direct Emissions,4233.936
800,EMS-000800,20190310,51,Purchased Energy,1434.835
801,EMS-000801,20200607,26,Direct Emissions,3626.35
802,EMS-000802,20230811,1,Direct Emissions,2009.271
803,EMS-000803,20200110,40,Transportation,3264.943
804,EMS-000804,20191222,47,Direct Emissions,2748.715
805,EMS-000805,20190110,9,Transportation,4530.363
806,EMS-000806,20210903,43,Purchased Energy,2411.218
807,EMS-000807,20250828,45,Purchased Energy,4491.729
808,EMS-000808,20220209,32,Direct Emissions,262.143
809,EMS-000809,20210604,42,Direct Emissions,3824.998
810,EMS-000810,20231025,58,Transportation,131.646
811,EMS-000811,20220921,97,Transportation,1921.434
812,EMS-000812,20190106,77,Direct Emissions,1068.821
813,EMS-000813,20241030,46,Purchased Energy,4956.65
814,EMS-000814,20230706,16,Direct Emissions,4761.308
815,EMS-000815,20200726,60,Transportation,635.074
816,EMS-000816,20210531,30,Purchased Energy,580.133
817,EMS-000817,20190220,43,Purchased Energy,3520.111
818,EMS-000818,20230218,55,Transportation,682.295
819,EMS-000819,20230731,33,Direct Emissions,4904.058
820,EMS-000820,20250520,69,Transportation,1049.913
821,EMS-000821,20230215,49,Transportation,4700.999
822,EMS-000822,20211023,57,Transportation,2917.058
823,EMS-000823,20190628,52,Purchased Energy,2210.581
824,EMS-000824,20190117,81,Direct Emissions,3788.636
825,EMS-000825,20220924,51,Transportation,3784.012
826,EMS-000826,20250204,40,Direct Emissions,3166.254
827,EMS-000827,20250413,23,Direct Emissions,385.222
828,EMS-000828,20250128,89,Transportation,4969.64
829,EMS-000829,20191112,27,Transportation,1359.555
830,EMS-000830,20230427,34,Transportation,4285.046
831,EMS-000831,20250327,28,Direct Emissions,2987.782
832,EMS-000832,20190330,32,Direct Emissions,1862.345
833,EMS-000833,20220622,20,Transportation,2458.568
834,EMS-000834,20190508,81,Direct Emissions,4030.567
835,EMS-000835,20211120,18,Purchased Energy,3010.972
836,EMS-000836,20211022,90,Transportation,4027.228
837,EMS-000837,20190621,95,Purchased Energy,1050.006
838,EMS-000838,20230102,28,Transportation,1129.913
839,EMS-000839,20200201,19,Purchased Energy,3187.516
840,EMS-000840,20200506,64,Direct Emissions,4355.323
841,EMS-000841,20210227,79,Transportation,2250.399
842,EMS-000842,20200528,74,Transportation,541.785
843,EMS-000843,20190304,27,Transportation,4272.44
844,EMS-000844,20250922,54,Purchased Energy,3325.058
845,EMS-000845,20211110,79,Purchased Energy,3058.97
846,EMS-000846,20230622,76,Purchased Energy,1184.404
847,EMS-000847,20190920,49,Purchased Energy,2569.145
848,EMS-000848,20251123,86,Transportation,3628.162
849,EMS-000849,20230301,16,Direct Emissions,3442.787
850,EMS-000850,20220111,7,Purchased Energy,3166.349
851,EMS-000851,20241116,42,Transportation,2349.019
852,EMS-000852,20230828,64,Transportation,2666.019
853,EMS-000853,20220511,89,Purchased Energy,4819.878
854,EMS-000854,20240112,81,Direct Emissions,537.109
855,EMS-000855,20220909,35,Direct Emissions,1208.945
856,EMS-000856,20240616,34,Transportation,144.163
857,EMS-000857,20211129,17,Direct Emissions,112.96
858,EMS-000858,20190919,49,Direct Emissions,1622.878
859,EMS-000859,20190524,54,Purchased Energy,2740.435
860,EMS-000860,20251025,3,Purchased Energy,2107.581
861,EMS-000861,20200227,90,Purchased Energy,1136.535
862,EMS-000862,20250316,51,Purchased Energy,3792.343
863,EMS-000863,20240619,94,Transportation,1323.492
864,EMS-000864,20210930,64,Direct Emissions,4435.813
865,EMS-000865,20220908,63,Direct Emissions,4665.943
866,EMS-000866,20220224,44,Direct Emissions,2455.087
867,EMS-000867,20220401,20,Transportation,3446.022
